1,39
2,39
3,39
4,39
5,39
6,39
7,39
8,39
9,47
10,47
11,47
12,47
13,32
14,47
15,47
16,47
17,47
18,47
19,53
20,53
21,47
22,47
23,39
24,39
25,39
26,39
27,39
28,39
29,39
30,39
31,39
32,39
33,39
34,39
35,39
36,52
37,39
38,39
39,62
40,62
41,62
42,62
43,62
44,62
45,62
46,57
47,62
48,62
49,62
50,62
51,62
52,62
53,62
54,62
55,62
56,62
57,34
58,14
59,45
60,16
61,16
62,16
63,16
64,16
65,16
66,16
67,54
68,54
69,41
70,47
71,40
72,27
73,27
74,27
75,27
76,18
77,47
78,47
79,47
80,47
81,47
82,47
83,47
84,47
85,47
86,47
87,47
88,47
89,47
90,47
91,47
92,48
93,46
94,46
95,30
96,30
97,15
98,15
99,44
100,44
101,46
102,46
103,46
104,46
105,25
106,26
107,25
108,26
109,25
110,25
111,25
112,25
113,25
114,25
115,25
116,25
117,26
118,25
119,46
120,8
121,13
122,13
123,13
124,13
125,13
126,13
127,27
128,27
129,27
130,27
131,27
132,27
133,27
134,27
135,27
136,27
137,27
138,27
139,27
140,56
141,56
142,56
143,40
144,40
145,40
146,56
147,40
148,10
149,10
150,10
151,10
152,10
153,33
154,10
155,33
156,10
157,10
158,33
159,10
160,10
161,10
162,33
163,10
164,10
165,10
166,57
167,54
168,54
169,54
170,54
171,53
172,54
173,54
174,54
175,54
176,54
177,54
178,55
179,51
180,51
181,51
182,51
183,51
184,51
185,51
186,60
187,60
188,60
189,60
190,60
191,60
192,60
193,60
194,60
195,60
196,60
197,60
198,60
199,60
200,60
201,60
202,60
203,60
204,60
205,60
206,60
207,60
208,60
209,60
210,60
211,60
212,60
213,60
214,60
215,60
216,60
217,60
218,60
219,60
220,60
221,60
222,60
223,60
224,60
225,60
226,60
227,60
228,60
229,60
230,60
231,60
232,60
233,60
234,60
235,60
236,60
237,60
238,60
239,60
240,60
241,60
242,60
243,60
244,60
245,60
246,60
247,60
248,60
249,60
250,60
251,60
252,60
253,60
254,60
255,60
256,60
257,60
258,60
259,60
260,60
261,60
262,60
263,60
264,60
265,60
266,60
267,60
268,60
269,60
270,60
271,60
272,60
273,60
274,60
275,60
276,60
277,60
278,60
279,60
280,60
281,60
282,60
283,60
284,60
285,60
286,60
287,60
288,60
289,60
290,60
291,60
292,60
293,60
294,60
295,60
296,60
297,60
298,60
299,60
300,60
301,60
302,60
303,60
304,60
305,60
306,60
307,60
308,60
309,60
310,60
311,60
312,60
313,60
314,60
315,60
316,60
317,60
318,60
319,60
320,25
