"V1","V2"
16741,14555
16007,-5995
16994,16687
16917,-17147
-11975,-12025
15586,-9594
15804,-23801
6314,2791
-9506,-11931
15439,-2393
15962,-10089
16930,-1819
10370,-19420
16792,15110
14149,-9679
14872,-17959
-6952,-6954
16922,16600
16743,-5442
15010,-25744
11128,5982
15676,-3735
15137,-16075
16853,-29826
16127,7223
16596,-12771
16924,-9500
10577,-16665
16265,-13565
15619,-12188
16206,-245
16310,-8739
16902,-15239
16809,-1308
16369,-16113
-31916,-31920
11587,-8258
15749,-17463
16859,-10351
12133,-2014
16392,-3863
-3512,-29944
15314,-3174
16822,-5695
16457,9782
16575,-7568
16795,-18240
15393,-18151
16148,-31308
16409,-26502
16225,-21207
14060,-13611
16581,-6814
13483,-35571
13505,-24291
16595,-32952
16846,-33371
16362,-23015
16659,-20111
15129,-29436
15943,-12910
16651,-31655
16533,-15110
16700,-28238
16704,-10802
16105,-10917
11981,-21265
15960,-17637
14076,-21421
15621,-12211
16812,-13312
11763,-23141
11986,-34103
16914,-14923
16580,-29838
16520,-7423
12475,-28108
-26314,-26315
15750,-31708
7829,6943
16429,-7073
-28056,-29752
16703,-6065
16877,-32769
16967,-10070
16715,-13962
16681,-21497
-22920,-22927
17050,-30837
-15819,-28212
16888,-8481
15813,-8597
16513,-4847
16432,8748
16070,-24240
15541,14709
15856,-3011
15629,-26274
16146,-32577
16760,-20260
15387,-10492
16300,-27129
16876,-22528
16553,-20375
16668,-29935
16490,-27528
15249,-19810
11215,-6470
15555,-19061
16147,-21018
17045,16560
14885,-28534
13900,-9310
16646,-11939
15607,-20906
16823,-10264
16347,-15880
16960,-18155
16577,-4910
15301,-19229
15628,-200
14973,-16293
16773,-22366
16964,-11097
16068,-12595
16976,16203
16489,-22699
16587,-20871
15939,-12160
16248,-9388
17057,-4504
16129,-8886
16455,-31601
16995,-248
15536,-14241
-24275,-24333
16572,-9383
12381,-22179
15889,-31571
16230,-29190
16793,-303
-13335,-13340
13434,-31584
17094,-3864
16771,11601
16944,-21926
16005,14568
13551,-12629
-6073,-12334
16915,-30711
13560,-14572
14278,-614
13811,-21436
17075,-3740
17129,-7431
16612,-19632
16528,-14130
16882,-4209
16825,-9246
14106,-33340
17013,-2699
15166,-19788
16931,-10155
16925,-24792
16987,-25641
16048,-26214
15585,-21932
14902,-31321
16868,-10169
15894,-29410
14793,-16720
14191,-19598
16632,-28166
10733,-32063
16547,-24210
17065,-1900
16811,-4724
17055,-6001
16410,-21413
-15305,-15320
15413,-32775
16478,-7347
17053,-29104
15948,-9591
7738,-27037
16695,-17547
15364,-8350
16989,-25239
16693,-3943
16588,-16718
17109,15945
16263,-12353
16610,-24473
-325,-20043
-16103,-16837
16311,-29701
9231,-16335
15391,-18517
16424,-25597
13724,-26037
16509,-24980
15709,-11159
16364,-15079
16933,10553
13090,11338
14457,13530
17023,-10694
-19020,-19029
16753,-26117
17138,9898
16476,-16046
13416,-16959
17026,-7177
15633,-29962
14005,11147
17085,-8724
16180,-27377
-2298,-2311
14741,-19808
16621,-22063
16720,-21844
13253,-7208
14582,12040
16112,-13752
16153,15996
17171,15775
16405,-7877
14928,-31203
16039,15747
16523,-6935
14967,-7672
16536,-7235
12857,-10517
16128,-5730
-26273,-26277
16932,-2015
15686,15517
15232,-30392
16942,-1474
15972,7262
15827,-14869
15208,-1679
17052,-24179
16956,-27270
13948,-22127
16973,-26269
16780,-18833
16862,-17692
13486,-19484
15659,-32784
16118,-17185
17140,-12964
16864,-18117
14827,-27370
16970,-24539
15022,-26624
16778,-12660
16501,-4812
16041,3748
-11577,-11578
16722,-19517
15952,-18745
16835,-27736
13481,-17311
-17182,-30911
16617,-26471
16875,-1270
16979,-14970
15157,-31828
16594,-25837
16380,13023
16845,-13642
14698,-3678
15611,13557
17060,-23796
16385,-11307
14946,10982
16256,-31575
16647,-22589
16665,-16008
16697,-25378
15442,13827
16450,-28749
16764,-22008
16827,-31508
17172,-4893
14892,-9127
16867,-12420
15819,-3969
8777,-802
15200,-19673
16639,-22347
10796,-30481
-22152,-22202
16959,-16947
16384,-7592
16806,-19779
15783,-12323
17049,-26508
16173,-27811
17015,-19095
16408,-2120
-1108,-1117
16874,-24454
16658,-22034
15802,-3364
16814,-29848
16550,-22721
14546,-25483
16272,-30277
17150,-3022
15190,-23392
15243,-20328
17048,-695
15114,-32266
16762,-26047
14460,-32538
17092,-10308
-3908,-3951
13518,7508
14949,13725
16749,-26102
16546,15740
16881,-9775
13360,11437
16207,-3429
17127,-27309
16101,-20266
16493,15163
16244,-12166
16510,-27198
16063,-9304
17142,-14852
16165,-9397
17229,-1823
15876,-26322
15571,13710
16891,-14436
15625,-21183
16943,-19205
17118,-30467
17177,-22234
16783,-21348
17184,-17153
16035,-23323
-29334,-29389
16130,-5103
16529,-21917
16507,-21674
17139,-7777
17132,-6349
12118,-33923
17077,-26303
15915,-28188
16878,-13307
17144,-401
17084,-262
17063,15979
16485,-8685
17323,-25863
17222,-11443
16921,-23629
14865,-3974
17226,-20473
16433,-20082
17181,-20891
16109,-8355
16692,-31327
16609,-21734
14975,13208
16682,-31729
16175,-20284
14984,-21247
13350,-30017
15084,-29489
13776,-25410
17187,-22087
16985,-1730
15219,-22329
-17402,-17413
16945,-4808
16511,-10630
-26939,-30187
17190,-9368
15795,-3495
16726,-20968
15491,-25198
15888,-4108
12577,-21568
15093,-12844
16897,-16039
17287,-11314
12281,-33818
16132,-32362
17219,-11912
17156,-20296
15848,-6139
14739,-11153
15572,-32459
16095,-26973
17032,-12362
12152,-22141
17124,-13383
15847,-1084
15600,-28040
14291,-14750
17413,-25033
14404,-7350
17068,15895
17012,-2358
16751,-3629
-29071,-29072
17112,-14738
14933,-8125
17289,-2034
16679,-27051
16928,-9108
16521,-18490
13861,-12479
16818,-34366
14878,-15520
17212,-9238
16397,-29715
16850,-28278
16382,-13838
17273,-22069
16114,-6454
17354,-31483
17208,-1978
17254,-30041
17136,-6056
17106,-18355
10396,9129
17263,-10055
14281,-7368
13674,-21322
17007,16299
16497,-27865
11381,-29473
16744,-14475
16062,-8346
12888,-7642
17180,-23978
16466,-5064
17175,-16288
16387,632
15597,-22871
15791,-23143
17086,-19463
17456,-13345
-7869,-7952
11230,9754
14409,-9043
17097,-5729
15953,-19437
16629,15809
13855,-27983
15448,-7093
16872,-9735
17110,-21891
15612,15592
15879,-13389
17261,16941
17021,-25452
15958,-21501
16767,-18669
11593,8807
16446,-31365
15319,-8008
16919,-9750
16747,-18722
-14532,-24917
14166,-14723
17338,-14951
-21470,-21481
17000,-8474
13572,-13705
16081,-3759
17039,-17784
17067,-11216
12451,-29555
17388,-1826
17260,10290
17217,-24801
17016,15883
17230,-4722
16543,-31699
-2809,-2812
17079,-12820
16474,-9779
15833,-21419
10625,-6113
-2135,-2138
16349,14198
16027,-26238
17285,14282
16557,-16142
17017,-25673
15641,-12512
-4616,-7665
15932,-25572
13521,-24194
17380,14912
17228,-29994
-2370,-11874
17487,-10026
15872,-7873
8115,-20460
16955,-21002
17245,-12352
16712,-22788
16608,-30181
16335,-19836
13805,-34720
13976,-11185
17393,-13179
-9924,-9929
15984,-24713
17447,-13420
17449,-20320
15947,-21978
17319,-15981
16898,-12440
16839,-6285
17395,-15104
11611,-31743
-1944,-1947
16716,-33386
16899,-6812
16673,15616
-22825,-22831
15402,-3008
17448,17062
17145,-8629
17239,-17558
17371,-10333
14505,-28329
16084,-19539
16076,-30133
17266,-7239
15404,-24681
17352,-18007
17137,14311
16591,-25257
17154,-9259
16721,2043
15703,-9768
16339,-13100
17215,-20880
17072,-20549
17173,-24876
16603,-25576
17168,15832
15029,-4961
16481,-121
16530,-9545
17164,-9882
5756,1541
16471,15975
17207,-3730
17403,-9897
16421,-640
-7874,-7909
17134,-7075
16124,-3426
17170,-12700
-15398,-18848
12424,-3685
17339,-21179
17274,-21860
15930,-1857
16714,13668
16856,-3711
16403,-7953
16861,-3287
17243,-16719
17308,-24544
16624,-20057
17444,-16035
12593,9539
17424,-31738
16642,-22649
16149,-23105
17408,-28896
17326,-3674
17431,-1772
17316,-27758
17292,-1528
17490,-6211
17417,-28170
17325,-2556
17377,-9785
17178,-24096
17087,-14396
17466,-14733
17296,-3895
14895,-20632
17533,-11195
15643,-20636
-25858,-25886
17165,-30190
17218,12817
17559,-22613
16326,-34356
14890,-8042
14204,-20010
17056,-23869
16779,-26662
13537,-14541
17096,-3181
14415,-14653
16819,-8533
16858,-12577
17022,-33067
15620,-17756
17394,-11680
17372,17242
-376,-15701
16671,-26763
17479,-23927
16961,-24017
11505,-29608
17419,-20894
15460,-813
16456,-21031
15758,-6502
17361,-13119
16249,-5253
16437,11974
16217,-24053
17249,-30058
16034,-26408
17080,-26542
16833,-9096
16900,-10451
15525,-27878
10955,-12987
17121,-2023
17006,-15465
15924,-21600
-20753,-20770
10592,-2334
17020,-26337
16499,-22233
17452,-2727
17027,-9473
17176,-5146
17630,-24551
17286,16425
17502,-18113
17420,-18133
17255,-8573
9298,-30046
15573,-34043
17438,16320
15840,-23693
17305,-21496
17301,-16576
16479,-15730
17503,-13315
17384,17244
16983,-17430
17428,-20662
16786,14748
15778,-24059
17348,-10165
17507,-12123
17433,-17397
17232,-19581
16694,-5335
17602,-29694
15540,-12283
-10631,-10652
16239,-10402
14976,-688
12434,-5395
14507,-14687
17002,12269
16057,-19798
14075,-29247
17645,-9834
17589,-4963
14947,-7662
15881,-4151
-7268,-21148
17162,-21154
17332,-22590
17481,-18577
15654,-6916
17596,-21343
11743,-24129
17549,-15035
17575,-22939
16477,-26599
17468,-2039
17573,-20311
15803,-25447
15601,-29668
6531,-14874
-15582,-30888
13642,-2093
17357,-24463
17283,-14514
16470,-25262
17410,-19564
17028,16113
16643,-18118
14523,-33137
17615,-670
17586,15762
16683,-22499
17497,-10020
17564,-19371
16842,-910
17614,-13977
17114,-12862
14969,14651
16549,-1689
17434,-4809
16742,11690
16952,-7470
11356,-31378
16997,-30493
17167,-11905
15267,-1159
16993,-33495
17035,-28282
16640,-23157
-4091,-4095
16611,-25484
-9180,-32451
16774,-720
14094,-18457
17409,16735
16089,-25021
17660,-23864
17328,-23799
15864,-7372
14138,-3538
16794,15808
17397,-17138
15887,-1827
15469,-28302
16417,-34087
16904,-33833
17643,-22885
17385,-7055
17183,-22495
17320,-1213
17721,15422
12547,-16621
17701,-10741
17404,-6351
16288,-29299
16954,-31469
17117,-16657
16204,-30796
16184,-20482
13540,6411
16219,10420
16042,-3736
16787,-4917
17188,-14243
17625,14732
16442,-9126
17231,-5984
16871,-14909
16447,-19968
17166,-9317
16660,-1851
10489,-17126
17102,-20435
17641,-1525
17111,-23044
17369,-15902
16830,-7787
17493,-16108
17122,-13848
15929,-7728
16880,-20395
16737,-25568
17402,-18711
17527,-31545
17686,-23916
17572,-13401
17314,13782
17648,-20119
17214,-8206
17365,-12490
16606,-22190
17539,-21293
16516,-30184
17483,-33426
17306,-17135
15829,12332
17333,-31125
16801,14101
17179,-20816
15913,-6871
17279,-23405
17199,-12600
17152,-11011
15978,-22899
-20218,-25419
16427,-1193
17805,-10740
17470,-9114
17024,-33556
13693,-6115
16193,-28416
17008,-16771
17640,-14990
-14448,-15516
16860,-11658
17151,-32578
17748,-2072
17485,-6818
16508,-9825
17496,-23982
13993,-23342
-1358,-8780
15468,-10506
16977,-2787
17482,-1977
17556,-14926
12453,-8159
16832,-11519
7672,-20143
17163,16327
16458,11790
17715,-17473
16013,-443
16958,14347
16978,-7919
17256,-13016
17741,-15962
17460,-21593
17776,-2480
17315,-743
16926,-18981
17794,-17151
-23386,-34280
17723,-5303
17031,-17129
17569,15266
17666,-12518
17202,16815
17484,-6068
16340,-5474
-188,-259
17043,-31435
16619,-32569
12813,-13759
17262,12823
17358,-32083
15159,-16895
15961,-18282
15523,-33866
-5961,-5963
17669,-11648
17853,-8804
16745,-1057
-7613,-7689
17631,-20068
17473,16719
16463,-2607
17322,-26002
17577,-6312
17353,-23922
16913,-9649
17480,-6464
17044,-8429
17454,15530
-19268,-27236
17687,-3324
17840,-13782
17350,-19755
17762,-672
16264,-27612
-12633,-25026
17745,15665
17735,-10323
17253,-29043
17746,-10533
17461,-25730
17644,12390
16502,-14496
17203,-30710
15837,-27457
16250,-21662
14992,-24092
15489,-1120
17478,-19593
17711,-17697
15618,-6711
15919,-9923
15479,-3949
17757,17073
16934,-14673
16732,-29094
17603,-5433
17749,-20299
16554,-28095
17836,-31510
17476,-7528
17859,-24538
16221,-11358
17119,-1334
17383,-12199
16093,-2361
-11972,-11977
17639,15229
15258,-12998
10734,-7251
17851,-20842
17521,-30207
17530,-13690
12711,-21939
17551,-18649
14810,-18165
17877,-1980
-31295,-32951
17734,-9786
15263,-31937
17968,-20771
16372,-28838
16586,-22313
17884,-17442
17414,-21120
17604,-24851
17913,-11616
16404,-29924
17719,-10168
16363,-30846
17801,-5649
17656,-10062
13227,-9706
12801,-1722
17450,-15740
17595,-26514
17828,-29613
17095,-29933
17617,10846
14687,-10953
16654,-6657
17710,-12907
17040,-23188
17758,-19568
14332,-34886
16028,-33066
17508,-19435
16988,15546
17632,-16051
17610,17465
14914,-33062
17105,-15864
17329,-11334
17703,-19464
17311,-32162
17310,-12690
14276,-14511
15816,-34553
16939,-25129
16863,-11598
17103,-4167
17694,-20806
16916,14257
17592,-6422
17440,-25195
17904,-9451
17367,-667
16534,-8943
-7590,-7675
17959,-26806
17766,-6909
17116,9911
14599,-9974
16903,-10851
17381,-28047
17861,-24356
15226,-164
17058,-11963
17477,-31614
14886,-28573
16963,-14193
17509,-9047
16920,-23245
14774,-25796
17676,-20899
17720,-5670
17846,-28298
15605,-24121
14921,-4307
17955,-20312
17099,-7631
14954,-29125
17799,-11583
17210,-34297
17712,-18508
14301,-23739
16808,-19025
11916,-14063
17593,-7224
17651,-11168
17582,-29455
17312,-31251
17396,-21352
17406,-27954
17935,15769
17001,15189
17220,-21935
17869,-15952
17739,-21151
9899,9820
17785,-4321
17574,-21995
-10104,-28065
17665,-8507
17880,-11515
16635,-4876
17837,-23903
17929,-18167
15231,-11952
15830,-13276
16896,-16641
11288,-17498
17193,-29193
15744,-16287
17598,-9264
17928,-3312
17634,-31740
17696,-24556
17588,-17543
17321,-14983
17984,-11675
17725,-12303
16166,-4596
16373,-18809
14039,12016
-11797,-19166
17082,-13589
17947,-17698
17981,-17461
17608,15440
14150,-11687
16150,-13207
17411,-2405
14030,-13609
14633,-6626
17663,-3178
-4882,-4908
9229,3488
16331,-34007
15355,-21249
17400,-4539
17649,-24185
17899,-12523
-29816,-33754
16879,-11047
17914,-13450
17557,-31637
16164,-19139
17037,-12375
15153,-28836
17774,-26800
5159,-27509
17182,-15535
17937,-29506
16261,-18920
17294,-4127
12393,-6020
17844,-24634
16395,15445
16648,-12615
17974,15617
14816,-6780
17670,-3915
16388,-26154
11073,-6789
6765,-27167
17941,-33414
18043,-5723
-11419,-11420
17722,-27427
17537,-16351
-7147,-25121
17003,-28528
17891,-2518
15165,-21336
17908,-22030
16291,-29642
7310,-34966
17299,-26267
17829,16096
16873,6918
16374,-26540
17685,-26405
18027,-26810
17835,-21653
17838,-13399
15358,-32895
17872,-22691
17678,-20495
17359,-3362
16568,-26978
18050,-20465
17699,-29843
-18658,-18663
17845,-26147
-22513,-22526
3265,-9176
17684,16518
17894,-17157
14098,-34833
16022,-20860
16415,-24248
17517,-23481
15068,-13761
17986,-10185
17747,-5709
18022,-24459
17988,-10711
-2631,-2641
16927,-12778
17731,-4239
17297,-27691
16257,-14460
17083,-12191
17760,15490
16414,-33919
17901,-6060
18088,-11649
15524,-5597
15123,-18327
17674,-29624
17759,-20653
12435,-14744
17059,-9613
15398,-25317
15467,-15440
17100,-18247
17771,-10483
18004,-32705
17957,-26092
17934,-11576
16436,-21115
16119,-8237
17787,-8512
16441,-26647
17989,-10037
17635,-17861
17769,-12912
16884,-31030
17355,-22554
17878,-14939
17764,-22504
16849,-1573
17071,-21698
18151,-24552
14818,-32424
16071,-19635
17839,-12477
15437,14218
14855,-5239
15006,-11393
17823,-6099
14217,-12402
14744,-14173
1243,-27465
17672,17555
17471,-18487
-1212,-25038
17834,-30486
17206,-27591
5344,-23973
17437,-6162
18024,15172
16375,-7427
8537,-7860
-1905,-18770
17962,-12139
17197,-25388
17491,-27505
18023,-9431
18048,-7646
17902,-19588
15903,-375
18166,-17146
17943,-21648
17724,-29687
17658,-8043
16519,-22273
16707,14763
17681,-5310
17542,-12779
-20222,-32519
17421,-30312
15683,-34524
17691,-28735
17475,-9234
16736,15910
18121,-13514
18018,-32691
17827,-17938
17768,-9894
-13281,-13282
13494,-11341
16451,-10441
17732,-20530
17104,-20242
-25212,-29430
17978,-5581
18007,-33622
17704,-15402
17070,-6953
17169,-10223
18074,-30389
18085,-13019
18135,-12126
17578,-22232
17832,-2453
17992,-20033
17789,-23860
16269,-29066
8962,-5800
17980,-29685
15760,-11740
17257,-8827
16121,-5489
-19600,-21588
14297,-16729
18095,-17696
16625,-22363
-7500,-7504
17860,-9106
18110,-12500
17038,-34094
10700,-32608
16870,-11770
13418,-19516
17841,-12833
17790,10528
17269,-34580
18265,-20763
17439,-2862
17993,-18771
17194,16698
16990,-14641
17098,-27000
17930,-19757
18044,-28299
18047,-20300
18028,-25944
11910,-27898
17463,-2378
18096,-17460
18097,-1298
17922,-27630
18156,-21974
11524,2057
17833,-24939
18056,-7187
16982,-30808
17907,-22828
17956,-17593
14686,-15364
18141,14148
16838,-19333
-2124,-12731
14823,-19622
15751,-19360
17324,14095
9982,-32880
16717,-16439
16645,-12263
16531,-27551
-4585,-27451
16854,-28208
17673,-20846
17777,-11995
18153,-32182
17925,-14212
-24809,-31098
18057,-11229
17972,-25665
17236,-29110
16798,-28458
16728,-17960
18212,-24549
17341,-20739
18297,18019
-22244,-22255
17246,-24479
17415,-27338
17646,-24070
17779,-34771
17216,-14196
17524,-18708
-9862,-9869
8723,-16956
18237,-22038
-21396,-29210
17430,-224
14214,-7017
17865,-27750
17918,-16100
17680,-30210
18138,-28830
18143,-19315
18197,-13516
17958,-30790
17223,-29408
-97,-98
18065,-17636
17516,12095
18134,-6582
17953,-18696
13582,12580
17364,-5772
-8831,-8865
15987,-19346
16353,-19911
17965,-1745
17809,17667
17951,17597
14355,-27840
18196,-19436
17591,-15940
17892,-8900
17954,-5440
14801,-8312
18188,-29621
17548,-26243
17275,-15499
18137,-27425
18128,-7453
13790,-26201
17351,-10849
18046,-16454
17576,-11356
17982,-11427
15351,-14293
18020,-4833
17800,-7053
17919,-2568
16911,-2892
17345,-22356
17278,-5515
17761,15428
18342,-24543
17571,-17273
-6030,-15016
15577,-23488
17973,-13916
15480,-6962
900,-4697
18203,-10027
18125,-4729
17148,-24282
18211,-21690
18215,-19502
17654,-28536
15278,-31190
18086,-17550
17714,-31593
18033,-1550
18029,-7537
15614,-13129
16895,-25471
17661,-20174
16344,-20248
18185,-22818
16246,-30271
9104,-30446
15381,-32058
15547,10790
16573,15843
16727,-23933
17896,-5325
-1605,-16411
-8175,-15028
18269,-10232
18174,-28309
17864,-20532
18273,-20000
17386,16354
17708,-19140
16438,-6757
18108,-4529
18109,-24173
18253,-2663
16706,-13857
16768,-6949
18281,-8835
18084,-2389
15726,-12133
18263,-31910
16980,-31832
17767,-911
17628,-3283
18080,-16340
16946,-24218
18069,-21980
17025,-17324
17713,-13371
18344,-5582
15935,-25856
16887,-28803
18075,-15154
16937,-29887
11625,-24345
17952,-14695
17280,-7884
13294,-11227
18306,-12484
18255,-30064
18118,-13150
16570,-34816
18060,-21355
17234,-18836
17623,-21837
18194,-18239
18447,-8861
17532,-17629
16237,15566
18052,-32796
18289,-12589
17563,-27648
18091,-9874
18274,-14693
16308,-33637
18367,17540
18159,-28160
16865,-11747
14089,10448
15353,-31511
18317,-22834
16752,-23646
17379,-22373
16991,14879
18077,16461
18243,-29691
15610,-30357
17186,-20430
18112,-2005
18241,-17140
17523,-9140
-16495,-22062
-7652,-7670
18087,-14980
17871,17543
18296,-8721
18343,-12418
18006,-16018
18184,-6082
18113,-13448
15672,-28907
13848,-20462
16746,-137
18334,11256
18333,-11904
17718,-21177
18272,-5680
16439,-17372
18410,-22628
17488,17276
18337,-11254
18058,-29446
17609,-9760
17647,-18628
17146,-12641
15213,-27484
17866,17849
17889,-24209
17808,-17978
-24352,-25875
18383,-5439
-20756,-20805
18094,14678
18305,-22521
18276,-23866
15896,-18853
14331,-15715
4830,-11277
17536,-10668
18320,-2481
18312,-18039
18369,-14115
18299,-25117
4343,-26772
17969,-31315
-6874,-7864
17917,-20087
16713,-30120
17825,-20440
17942,-30024
18179,16006
16431,-27782
16800,-31982
18329,-6241
18303,-19778
15678,-20265
17581,-33383
15777,-21298
18205,-12971
-19198,-29593
18042,-30470
16593,-14314
14836,-4105
18339,-29108
18035,-11985
15400,-21042
17622,-9099
15851,-11876
16905,-15077
15794,-15069
15870,-31000
17795,-26611
18425,-14000
16998,-26646
17281,-11197
18163,-22543
18207,-12722
17387,-9395
17814,-3737
18157,-3402
17964,17763
18271,-21809
14888,-17898
17441,-4103
17368,-32264
18089,-9853
18152,-21660
17267,-31639
14547,-7329
17514,17211
18413,-20403
15553,-15155
16605,-10778
18380,-33605
18036,-28279
18114,-25274
18208,-27302
14406,-20997
18130,-3996
18209,-13991
16686,-756
17862,-27644
15615,-18682
18183,-30089
17994,-29612
18356,-23647
16283,-7450
-30211,-30750
-16915,-16917
17843,-22158
15756,-21950
17453,-8973
15521,-31068
13978,-2369
15130,-24931
16802,-8653
17821,-19973
18238,-7644
18469,-24673
18304,-24983
18021,-6429
18527,-17985
17498,-16298
17570,-9927
18169,-24272
18068,-721
18201,-8543
17445,-11305
18311,-27159
18407,-13908
11925,-9345
18257,-23011
18505,-32469
18518,-22614
18417,-17536
18403,-25532
12079,9518
18462,-18609
10977,-24346
16657,-29423
18476,-8891
10649,-17585
-14763,-21602
17638,-3670
15317,-23339
16468,-30150
-8813,-8816
16097,-4773
18279,-22321
17091,15746
17858,16099
17282,-21797
16234,-10980
10759,-1444
16526,-18761
17526,-14676
14913,-23843
-12658,-12680
18354,-9414
18507,-16071
17534,-27749
16284,-17569
16908,-35352
18191,-9604
18258,-8806
18440,-19148
15334,-32404
16805,-8000
17743,-22749
-38,-30369
18270,-23908
8302,-33118
17462,-9658
8885,-15675
18049,-35173
17422,-21749
18572,-11668
18475,-16696
18172,-16929
9279,-27212
17999,-12933
-15042,-34928
16791,-16393
18470,-7466
17360,-24840
16365,-12231
13962,-31578
-10507,-10511
15160,-19912
15584,-9341
17727,-18157
18471,-25157
18435,-10255
16691,-23745
18361,15967
18389,-7348
18492,-3421
17157,-17479
18248,-12827
18396,16399
18372,-15286
17946,-19663
17619,-15886
14498,-5998
17522,-24101
18298,-20950
16757,-31989
16655,-12709
18351,-18714
18516,-5692
18438,-22242
12514,-32190
18363,-9494
17990,12884
17078,-10575
18499,-22796
5950,-32129
18308,-2305
18001,-28919
18534,-25981
18061,-27958
17995,-29934
16831,14655
18099,14338
18358,-27730
17130,-14780
17811,-4668
16312,-31682
18538,-10613
18398,-2615
18486,-28159
17815,-17803
16796,-29548
-14535,-14537
16734,-2464
18482,-23357
18011,-19472
18300,17903
18481,-10021
16322,-15749
16869,-25666
-10336,-10347
18575,-22527
17700,-31194
17716,-14547
18178,-4241
18648,-22325
17248,-16839
18224,-21774
17009,-7263
17819,-13536
13956,-10184
17335,-32485
18017,-11594
17288,16992
17742,-6915
18192,18111
13929,-16977
16840,12170
5456,-9308
18626,-8449
16381,-28984
18633,-10069
16009,-17933
18676,-13999
18605,-22093
18508,-6077
18267,-18134
17949,-24411
18521,-23265
18285,-17690
17560,-7956
18175,-4272
15690,-500
17765,-16085
18127,-12626
-20545,-27188
18275,-14529
18590,-14917
18032,-31822
16398,-8351
18362,-32084
17898,-30744
18083,-18478
17113,-16072
18652,-8882
18025,-8938
18360,-22719
17010,-1203
18526,18479
12721,-32627
17159,-24586
17101,-465
16866,-1426
18664,-7760
9968,-23337
16056,-16448
18359,-16284
18506,-23458
18234,-12140
17637,-13367
18542,-25111
18604,17123
16676,-19720
18392,-24215
18640,-4316
18695,-7421
18459,-20835
18016,-22021
17500,-13039
18719,-23859
18338,-18651
18509,-13437
18644,-24806
17826,-1509
18472,-21353
17389,-26325
18635,-23585
18710,-22258
18242,-21669
17897,-3382
17224,-28712
18039,-9044
18198,-14872
18262,-19794
18712,-14956
17755,-24453
18807,-20811
15296,-24379
15141,-34764
17304,-19876
18749,-7264
17751,-13700
13857,-15806
18202,-26651
16957,-26944
18764,-30631
-21323,-33087
18229,-9374
18730,-17626
17076,-9321
18401,-5553
18415,-10250
17886,-27526
-19071,-23355
18468,-25923
18422,17627
-19649,-27543
18235,-3851
13307,-3454
10131,-10577
-24280,-31486
18146,-24995
17831,-5626
18155,-22694
18348,14195
18294,16685
15350,15042
18454,-29185
17307,-27114
18144,-27609
18596,-14927
18533,-22523
18162,-26141
16475,-22640
18059,-17643
18368,-19037
18625,-727
18579,-3405
18812,16910
18680,-12865
17629,-19975
14400,13043
18594,-27287
16334,-354
18386,-25942
-9336,-28137
17004,13876
18210,-1545
18690,-25321
18772,-26441
18003,-29771
18603,-34549
18778,-21282
17931,14927
18574,15639
17552,-12582
18314,-24859
15040,15035
18566,-4874
2002,-31054
16883,-9765
18787,-15273
17334,-19644
17227,-16710
18806,-7425
18737,-304
17876,-2788
18040,-20454
16290,-27672
17807,-4427
18411,-32503
16986,-34368
18474,-21843
17233,-15290
-13799,-13823
17515,-23722
18817,-24536
17909,-31266
18445,-31444
18332,-23928
18678,-14015
18845,-16620
18480,-12503
18072,-11487
16936,-23193
-4347,-27561
18436,-29199
18598,-3903
17998,-19224
18349,-33494
18822,-2921
18825,-27910
18393,-11380
18617,-7623
16636,-7160
17867,-11644
14317,-15219
18558,-12859
18683,-10097
17030,-15852
17730,-14704
18256,-32692
18742,-22529
14176,-32912
18227,-20414
17391,-18319
17944,-24085
-6531,-26962
17237,-9532
18629,-18164
18810,-23863
18150,-17486
18015,-35684
18632,18002
18126,-17343
18512,-20407
18266,-28320
-15353,-18789
15579,-35238
18514,-9513
18800,-28892
18394,-14056
18458,-13374
11536,-1815
18770,-21989
18798,-29526
17802,-27105
18921,-9084
18700,-3002
18621,-19103
18500,-9546
18446,-6950
18193,16578
18895,-7451
17788,17318
16567,-32466
-25401,-25404
18794,-13982
17905,-4617
18677,-18255
17126,-31745
-9305,-19590
16758,-4801
18848,-32726
15931,-13232
18634,-17557
18782,-30745
18292,-11801
18149,-26564
17784,-9179
16672,-15409
16584,-32211
18738,-12351
18437,-25556
17298,16709
-11639,-11654
18861,-14929
18062,-10356
13429,-4711
17295,-1682
18419,-1576
-10109,-10111
17250,-6636
18301,18045
18827,14069
18698,-12766
17613,-3733
-8314,-8315
17985,-29119
-3419,-5033
-19252,-21258
18903,-21839
18801,-6383
18924,17916
14491,12895
17705,-12728
15831,-8318
18889,-4873
16907,-31095
18841,-5503
18576,-2123
18618,-4087
18554,-19753
17923,-27228
18883,-21683
18736,-32039
-7261,-23652
17976,-9777
15106,-19393
18777,-17514
17842,-16631
18818,15452
18000,-23233
17069,-28605
17014,-24430
18325,-24581
17938,-7433
16416,-19661
17890,-25851
18658,-24170
17664,-16145
18335,-14214
18341,13059
18456,-21992
14321,-9551
17457,-15603
18867,-725
17412,-8649
18477,-17786
18563,-29100
18066,-29550
18254,14970
18637,-20109
18913,-12513
-34951,-35975
16454,-32998
18728,-10618
-12648,-12657
17241,-21266
18922,-31547
18439,-5591
15033,-17711
18622,-15370
18564,-12054
16012,-1578
18780,18767
16821,-430
16537,-5378
17108,-24261
17926,-24780
18781,-19341
18195,-28792
18715,-4506
18513,-13408
18964,-1968
18870,16332
