"V1","V2"
5517,-4919
4450,-9784
4747,-8069
4725,3170
-14540,-14550
3357,-29911
4656,-9654
3414,-17814
5823,5653
5117,-27607
-3475,-3490
2139,-4259
-5399,-5410
5644,-14372
4766,-16688
4117,-16306
5328,-7401
5770,-21013
-1972,-1974
5020,-15056
5312,-7530
3996,-27466
-20080,-20083
5005,4767
4639,-30057
5285,4466
5539,-2152
5734,-365
5373,-14108
-10947,-10948
4898,-25219
5164,-3595
5625,-3866
-20390,-20392
4679,-980
4574,-9993
5544,-25175
5218,-15856
4592,-29330
5305,4138
5801,-13382
5051,-22155
-14595,-15392
-812,-841
-4034,-4931
4569,-28581
4547,-25772
5553,-2594
3536,-4819
5262,-10139
5112,-10921
4190,-30685
5870,-18433
4806,-28762
4109,-10526
5643,-30462
5818,-6138
5273,-24660
-9465,-9466
4947,-18501
5817,-13725
3930,-26697
2897,-10503
5594,-21625
5845,-7794
5685,-6997
5825,-2038
5556,-16331
5840,-16626
4921,-11871
4399,-10806
-4384,-20542
1729,-19748
4627,-6417
3508,-2423
5507,-16043
-741,-8903
5502,-10013
5723,-24004
309,-6747
5155,-16089
4518,3568
5812,-5645
5143,2813
5514,-6662
4776,-12384
5706,-4074
5385,-16161
4225,-21795
4417,-30106
5520,-21762
-13884,-13920
-23387,-34044
5778,-3781
5678,-13887
4872,-8353
4700,-12727
-17918,-24715
3415,-2341
5012,-18668
4257,-8080
3648,-16706
3771,-23088
5099,-24750
5275,-17068
5528,-18550
2216,-2734
4457,-18844
4159,-12340
5447,-20922
5815,-8615
1626,-14235
5885,-30554
4413,-24828
4863,-13237
3095,-6015
5369,-577
5682,-22336
5783,-22292
4020,-8625
4953,-20256
5348,-20848
4857,-25411
4937,-20167
5703,-905
5799,-32089
4906,-10073
5784,-18200
4625,-11472
5788,-3762
3231,-12393
3644,-24992
-6862,-6864
3633,-7373
5693,-3234
4770,-19073
-13279,-23199
5958,-9427
4893,-18348
5543,-26426
4687,-22337
4812,-21346
4789,-13375
4121,-5813
5311,-21161
5091,-14817
-6957,-10513
5860,-1789
5769,-31311
5041,-35127
2798,-11361
5430,-10727
4724,-4683
4485,-5971
-28186,-30275
4191,-13870
-15580,-15598
3145,-19434
-3145,-18335
-11500,-11521
6046,5700
5686,-16555
3681,-274
4965,-4418
-18080,-18096
4938,-16087
5730,-18614
4048,-16802
5735,-16518
5531,-9745
4989,-16825
-4219,-19491
5666,-29476
4865,-2189
5791,-2489
5296,-11775
3151,-2669
5841,-13264
5458,-11124
5109,-14140
5947,-21606
4598,4058
5426,-11458
5831,-7132
5057,-2343
6036,-11548
5670,-975
5066,-29263
5612,-3498
5622,-4063
4868,-23013
5210,-4081
1912,-27534
4446,-11037
5105,4512
5758,-19809
4557,-18907
5698,-19335
2420,-8970
-17665,-17673
4555,3104
5934,-23290
3692,-5370
5626,-14836
4706,-29787
-6708,-6713
5604,-25586
4715,-4899
5639,-6247
4624,-6263
5816,-35086
-18796,-18797
5580,-32172
4295,-6834
4149,-14504
4342,-20999
4520,-1511
5388,-18404
5461,-27277
3766,-7465
2989,-7129
2405,-10189
2147,-18439
4189,-8032
3008,-13108
4045,-2689
5524,-21617
-34267,-34903
5415,-21222
5985,-6685
-9971,-9975
3761,-28190
5632,-3075
5169,-8855
4686,-15925
574,-15064
1995,-226
-8996,-8997
4036,-12008
-4474,-24371
5418,-10382
5365,-692
5607,3696
4765,-13029
-21937,-21938
5873,-8287
5060,-7553
-19999,-22247
-1937,-1941
-29131,-29132
5340,-5973
5538,-8562
6113,-14815
5742,-8648
5394,-21402
5733,-10695
5054,4917
3894,-17874
5004,-15803
-12108,-16476
5629,-18051
-10496,-10502
5271,-15335
3627,-2818
5660,-6837
5190,-20149
5889,-17724
-3341,-3344
-3395,-3416
5844,-20688
4597,-6370
5646,-32528
4859,-2134
6000,-3837
5223,-11436
5453,-33902
5760,-4309
5900,-20074
5377,-4133
5824,-8132
-16513,-16520
4934,-16578
4631,-13024
5253,-2579
5254,-7798
5255,-17668
5559,-8026
5865,-7780
5434,-33011
5180,-2130
5019,-27994
4999,-19057
5659,-29556
5674,-14072
5309,-134
-2326,-27628
2962,-13077
3082,-15878
5229,1603
5490,-7091
2734,-21410
4043,-21544
5329,-13393
5343,-2923
5360,-16409
4799,-20219
4920,-21479
5898,-17081
6014,-25764
3950,-27943
3653,-8096
6142,-2487
2479,-11730
4674,-16660
5669,-29560
5732,-14680
2983,-20406
-26307,-26310
-2421,-2422
5555,-5257
4998,4322
4328,-347
5641,-15618
5445,2449
3793,-2832
5879,-2157
5843,-17358
4098,-5955
5209,-2274
5839,-12525
5568,-2899
4974,-31763
5362,-7667
4115,-11430
5908,-5008
5504,-13694
5231,3615
-2903,-2915
1634,-11854
5651,-8584
-3335,-6603
1255,-9125
5596,-17888
6174,-25587
5630,-19874
5292,-19324
2717,-28744
-18365,-18373
5526,-10203
6033,-21840
5318,-13066
5728,-1463
4987,-30297
6102,-3216
4885,-748
-13733,-13743
5719,-28111
6086,-10527
-432,-4129
-9962,-9968
5068,-21185
5206,-6439
5745,-29586
3676,-32139
5786,-20477
-31259,-31260
5479,-11821
4847,-15148
6053,-6524
5506,-6360
5943,5832
5977,-27601
6028,-13729
5795,-29808
4502,-8139
3147,-12561
5489,-151
-11692,-23275
5347,-7240
5773,-28026
5481,-15213
5702,-14633
4252,-28203
5256,-13115
5813,-8748
5944,-24885
-9842,-9848
4813,-24943
5356,-14079
4215,-771
5269,-10774
4538,-6851
5478,-9352
6153,-20499
-8819,-8822
5822,-10486
5787,-13633
5597,-18509
5952,-10867
4204,-27869
5737,-18685
5352,-331
6058,-21759
-15349,-23848
3690,-27485
5731,-13714
5928,-6149
-3701,-3709
4602,-19382
-31288,-31289
5582,-12031
4727,-9641
4064,-26123
5875,-828
5978,-3479
4926,-8145
5485,-9907
4601,-19530
6241,-3852
96,-8567
5658,-26283
3783,-26266
6034,-2030
5704,-1540
6151,-7139
5661,-2547
5592,-6294
4212,-9244
-28963,-31065
-3422,-3439
5516,5345
-109,-112
5440,-17821
-15168,-15169
-5842,-5847
1883,-4863
5999,-30613
5807,-8667
5665,-13945
3537,-25180
-13889,-13900
5853,-11719
5692,-10334
2760,-18513
5970,-3797
-7993,-7995
5675,-15732
6031,-20412
5667,-31182
5435,-30090
2662,-10723
6020,-13844
-4980,-10329
5897,-19041
5266,-24402
4699,-6612
6361,-20504
3192,-32420
5336,-16316
5137,-12558
129,-15283
3121,-15754
5884,-26863
4694,-16989
5291,-24668
5917,-24315
5549,-24846
-8172,-15050
-12999,-21893
5957,-14288
5175,-24892
5412,-33894
6141,4304
4119,-31032
5163,-17849
6095,-19421
4463,-27160
-11475,-11477
5874,-2064
5152,-9964
3959,-8118
5971,-8221
4902,3391
6145,-13253
5805,-17927
6138,-16826
5739,-23797
5578,-11321
5857,-26652
5070,-28400
6061,-3777
5899,-7312
5763,-1260
5477,-22653
3626,-25333
5736,-2952
5491,-28623
4848,-10750
5513,-21689
5871,5600
5413,-26716
6090,-21789
-1280,-20425
2551,-3745
-23516,-23518
3545,-8156
-42,-11085
4374,-11170
6197,-6683
-22518,-22550
-1122,-1654
4441,-17893
5911,-4275
4609,-7161
3788,-10721
4927,-23743
4840,-12736
5802,3057
4673,-26134
6275,-17082
5654,-1845
5196,-22009
-4265,-4268
5420,-19896
-10528,-23920
5408,-4559
3369,-12446
5484,-5152
5761,-16248
4004,3531
6106,-18350
6148,-4037
6080,-30560
5521,-15537
-3431,-3434
6032,-7789
6045,-10004
5579,-30269
5628,-9701
4717,-2780
5570,-3069
-1882,-1884
5637,-29501
5225,-13955
5185,-30360
5267,-26140
5938,5188
1869,-14608
4545,-12204
5981,5613
6154,-982
6157,-4804
5331,-5827
5780,-22667
6279,-2501
-18420,-18422
4329,-13592
-4599,-4600
4941,-21727
6255,-7774
-4523,-4526
6419,-18437
6178,-35083
-14876,-14894
3021,-3659
6043,-14146
-2711,-5290
5493,-27478
5798,-609
5454,3006
5536,-28546
5650,-27555
5959,-13683
5199,-3177
5315,-18882
5177,-2764
4829,-25693
6209,-660
5701,-9598
5392,-15359
5688,-19233
215,-17510
-10550,-18526
6127,-11524
5194,-13413
5572,2529
6075,-18863
5904,-34993
5894,-18414
6037,-17935
6247,-8427
5389,-3147
5677,-16882
5488,-24134
5424,-6979
5287,-34025
6294,-17988
3971,3708
5771,-22510
4714,-13302
6162,4828
6158,-18417
-4123,-4124
-17040,-17050
4978,-7791
3131,-9207
6427,-12555
5648,-7641
6443,-19415
5354,-29484
-2720,-6491
6317,-21845
4693,-14781
3888,-25267
3994,-7257
5867,-547
5145,-12478
4264,-53
5963,-26264
5714,-33339
5804,-18828
-7792,-7793
3217,-1706
-13786,-13787
2855,-26985
-26270,-26271
6237,-13246
5386,-20877
3863,-23840
3393,-1837
3852,-18972
6365,-18510
4001,-29444
5376,-150
-3083,-3097
3305,-7231
5192,-13936
5863,-23544
6352,-21248
5835,-12401
6260,-20657
4690,-14256
5854,-5714
2820,-3280
6163,-6989
5527,-22041
6183,-27251
6245,-20056
6104,-23235
5566,-20302
5547,-5381
6012,-4936
5920,-3884
6298,-2888
-17928,-17929
5293,-1263
6105,-9429
5829,-8141
4030,-10332
5744,-15033
6373,-12313
6360,-6159
6257,-2131
6347,-28316
4900,-11079
5808,-3142
5286,-23087
5689,-6061
5443,-18927
6116,-31134
5593,-5139
5940,-19024
5551,-2410
4943,-29622
-32422,-32425
5683,-13685
5995,-366
6136,-16514
5396,4956
4945,-22829
4890,-2904
5887,-29128
4207,-21223
5464,-27931
5016,-4723
4976,-21725
6333,-30414
-634,-4059
5468,-21052
5834,-14931
5401,-15930
6155,-21418
5118,-3925
6117,5469
5621,-4548
5987,-15051
3949,-5755
5260,-17605
6017,-10137
6201,-8846
6390,-2075
4346,-15082
5076,-29972
5883,-22888
4550,-6322
6334,-11814
5956,-9686
6125,-3213
-5090,-5101
6404,-30611
6207,-24364
5980,-5388
6108,-22341
4211,-821
6310,-17884
6378,-17995
5830,-189
6297,-12580
6115,-1719
5403,-12071
-13096,-23837
5439,-13128
6424,-11546
3174,-14530
-4055,-23776
4123,-10317
4184,-24354
5878,-23137
6463,-2953
6690,-11557
4579,-24684
3666,-6770
5441,-279
2799,-2226
2328,-8733
-11914,-12037
4112,-20135
6094,-2027
6220,-14818
5720,-12251
5790,-25519
6093,-29524
5838,-16530
5929,-3021
6082,-13236
6233,-20147
5623,-3223
5350,-9549
5856,-2340
6062,-13891
5230,-408
-12668,-12673
-2163,-26649
6180,-32403
-12456,-12457
5505,-22567
5059,-7032
4537,-27582
-3474,-3478
-6904,-6906
5858,-16499
5901,-4484
3775,-26115
6282,-29559
5951,-7167
5545,-24819
5052,-9391
5268,-28908
5937,-31325
5366,-19573
3248,-18557
5697,-19707
5695,-26025
5058,-18791
6437,-8392
5679,-4791
6050,-5634
5996,-4844
-2777,-6802
-4598,-15783
5094,-5928
5565,-2964
5128,-2447
-5571,-15142
5533,-15577
4908,-1244
5067,-5148
5725,-18830
-2449,-2477
5557,-17198
3978,-33082
5927,-30044
-9327,-9329
6159,-4083
5036,-6924
-7426,-7428
5955,-25003
5263,-19586
-12000,-12046
-10076,-16168
5814,-25222
4279,-11889
6052,-6661
4118,-2659
4527,-18703
5668,-7112
6092,-897
6165,-19357
4668,-12009
6458,-3783
6290,-27220
6686,-1750
5638,-3200
6109,-21341
5948,-17025
-14304,-21038
6417,-32843
-26778,-31765
5727,-22958
5939,-10225
5278,-18484
6322,-11103
4423,-19249
-28178,-29155
6048,-27396
6261,-3462
5518,-4453
5487,-3756
5933,-19286
2611,-3261
4878,4777
6192,-13104
-7796,-9855
2309,-18891
-2379,-6781
5925,-1025
5764,-6501
-4896,-4909
6548,-16208
5351,-804
5303,-15944
5842,-3789
6081,-24827
6504,-10003
6244,-28388
6340,-13740
6500,4864
6499,4489
-12134,-12200
6221,-8676
4289,-12425
6525,-26677
-2103,-8138
4909,-18311
4698,-4238
6415,-21623
-4096,-4098
4444,-8798
5371,-19299
6355,-17033
6410,-10349
6705,-10078
6488,-1824
6218,-13192
-16884,-22741
6616,-23175
6316,-10205
-770,-10437
5882,-33592
5820,-18778
2427,-4776
3764,-21335
5569,-16110
5111,-6798
6637,-30599
5444,-25862
5510,-22070
2515,-1498
5562,-29019
6752,-15587
6629,-9359
801,-10812
6457,-13726
6503,-31003
6421,-24485
5455,-582
4621,-17320
6263,-2291
-17103,-17104
5903,-15709
-799,-3263
-9973,-17224
5690,5142
4052,-29366
5726,-26333
4660,-8087
-17264,-18332
5809,-7824
5063,-28392
-8240,-8244
6335,-15131
6558,6304
6206,-12022
5542,-22587
5866,-14762
6223,-10605
6453,-16823
6631,-17381
5694,-4692
6685,-12515
5969,-9802
6644,-3455
-10222,-13524
-10177,-26577
3983,-19944
5833,-6702
6235,-10035
5935,-14168
6240,-17434
6103,-23241
5768,-3124
-4177,-9215
5605,-20732
5886,-23299
6353,-24887
4312,-26650
4528,-5807
4373,-3203
-8600,-8642
5922,-7538
6451,-13255
6307,-17534
5962,-28023
-30525,-33016
6366,-5084
-19904,-19905
6483,-3640
5819,-28532
5946,-13610
5998,-29696
6267,-20489
4691,-24855
6495,-15003
3980,-10852
6211,-13033
6414,-15719
1767,-22932
6287,-5285
6710,-16533
6133,-3339
3855,-9486
6654,-33891
6301,-14032
-15662,-33378
6210,-12295
5880,-12095
6386,-3860
5708,-30014
5827,-13210
6628,-13708
4622,-1538
6803,-1042
5923,5609
5705,-24683
-10884,-10885
6272,-16406
5508,-4336
-5061,-12348
6001,-20388
5861,-5631
6338,-19085
-28384,-32731
-7820,-7828
4024,-31659
6830,-1840
-5376,-5377
6607,-12390
695,-26289
6487,-8255
5213,-30255
6619,5976
5921,-29468
6025,-24665
4681,-7249
4861,-21708
6683,3504
2437,-26555
3934,-6573
6529,-18434
6569,-3187
6288,-29064
5649,-27131
6005,-5604
6522,-2497
6489,-22017
4711,-11755
-2790,-2796
6128,-5976
6579,-21851
6538,-28549
6847,-11979
6576,-15218
6239,-33802
-2685,-20875
5615,-12465
6524,-13579
-1792,-1834
6559,-3154
5073,-1891
5890,-24312
5422,-20683
6665,-17603
3394,2652
6618,-12058
5748,-8913
5859,-25540
5918,-16674
-11746,-15545
6545,-8475
6717,-22402
2688,-3698
4249,2586
5759,4503
-86,-87
3780,-12218
2829,-12517
6351,-13122
4014,-13101
6764,-24996
-8313,-8316
6293,4477
6044,-4125
6610,-5685
6621,-2878
6376,-19391
6401,-15173
6027,-1673
4488,-9102
6435,-15045
6562,-27978
6110,-13323
5930,-29540
-3653,-12878
6744,-5663
6709,-9209
4411,-3351
6848,-6161
6215,-15099
-503,-520
5993,-15225
6828,-10342
4705,-19242
6166,-19547
-18764,-18765
6677,-3592
6302,-5005
5031,-24226
-8047,-19394
-12413,-12416
6656,-21082
6149,4276
-7362,-7454
6695,-23110
6527,-7765
6766,-12021
-10372,-16573
5024,-27391
6742,-14282
6112,-21160
6793,-14067
6381,-16605
2999,-18385
6855,-2376
-22267,-28445
6706,-14812
6506,-6190
5912,-1404
6942,-1847
-8066,-8070
-18032,-18036
5242,-21004
6561,-24133
2192,-35090
3490,-5426
6208,-10395
1956,-18308
2943,-6719
5602,-12832
6035,-2143
6812,-4308
5457,-1317
5751,-22305
5794,-22940
6276,-25768
6540,-1392
6042,-2424
6291,-18285
6539,-17478
6707,-12262
5577,-5743
6842,-30600
3637,-9090
6262,-135
-12450,-12458
4959,-14427
6816,-12195
5139,-8844
-10381,-10398
5777,-6847
6271,-2002
-17982,-24025
4944,-18252
-7705,-7706
6270,-13431
6398,-20363
6422,-24406
6703,-11948
6740,-26023
-4682,-4750
161,-6648
6430,-13440
5800,-169
6496,-12387
5589,-9769
5642,-21433
6284,-20402
6541,-3162
4873,-1597
6143,-5034
5953,-20011
6566,-9157
6903,-19903
6461,-22656
4063,-20217
5359,-13599
6660,-3944
5862,-6504
6384,-9875
6560,-16883
1759,-16691
-10617,-10682
6921,-15634
4768,-21726
5680,-18585
6910,-5153
4240,-24708
6462,-2187
6423,-6611
6625,-10570
6956,-18440
5988,-7521
5926,-12254
5983,-2536
6583,-561
-9086,-17253
6256,-26582
-28903,-32060
4515,-6964
5083,-23416
6120,-4689
6313,-19316
6577,-29483
-11822,-11824
-2219,-25032
5313,-9782
5523,-494
6896,6078
6096,-11469
6832,-16874
3378,-21667
6778,6021
6806,6550
6329,-23883
4009,-31192
6639,-19016
4132,-1423
6023,-23419
6019,-30686
-11452,-11460
3523,-714
6472,-19359
916,-4184
6194,-21618
-9954,-9955
6773,-7105
-22480,-28543
6119,-12575
5876,-16227
6528,-4533
6467,-11882
6405,-8699
6782,-17006
4858,-22591
5721,-836
6002,-26876
-15570,-20788
5208,-11718
5583,-30021
5317,-21779
5130,-32597
6176,-6254
-2666,-22124
7104,-6503
4867,-22387
6605,-4747
-14446,-14473
6552,-13411
-8669,-12396
-15284,-16843
6971,-2683
6008,-13326
6253,-17674
5095,-21520
4476,-9471
6054,-4076
6349,-14657
-12127,-26612
6672,-6325
6249,-16579
-8870,-8896
3857,-31861
6904,-2644
5290,-21952
6214,-7545
6787,-10282
6222,-21389
6966,-3054
6537,-8799
6815,-4036
5294,4723
5433,-861
6406,-13950
6300,-7677
5747,-997
-2867,-2869
6679,-5402
5974,-9678
4551,-15982
6508,-3063
4788,4084
3832,-6692
6667,-8893
5954,-17901
6965,-16999
5877,-15313
-12487,-25926
6946,-17080
4156,-22011
6682,-20139
6632,5960
6650,-8998
7012,-26520
4783,-28819
6595,-20895
4247,-4334
5008,-11872
6777,-22426
6459,-11738
5767,-21647
6368,-18679
6542,-17049
7011,-5628
6851,-31014
-214,-221
5610,-8425
5782,3249
-3539,-3542
-10059,-16209
6303,-29670
6170,-5301
5046,-32121
6739,-19696
6860,-16285
6814,-31394
7003,-15167
3183,-32109
5494,-15972
4234,-23353
6746,6130
3111,-28510
6675,3918
6088,-29112
-9138,-9553
4642,-5202
-26695,-27886
5851,-3313
4349,-4358
-15117,-22695
6395,-2664
6454,-23795
6729,-4497
6193,-2687
6678,-24367
5869,-25351
-17131,-24842
-18277,-24881
-6669,-6670
4499,-24266
-5475,-5484
6318,-13059
6024,-7259
5915,-3606
4506,-9069
4508,3940
-8577,-14768
5333,-13964
6497,6413
3968,-17217
6788,-18485
6546,-9612
6393,-2543
6574,-12544
6892,-26192
-3079,-10146
6388,-23068
6767,-10034
3440,-23467
-5588,-28421
5534,-23712
6369,-478
2071,-9311
5964,-19210
6480,5372
-26300,-27951
6003,-10019
6659,-21415
-16120,-22580
6898,-13270
4021,-1415
5797,-4839
6464,-28622
3583,-6590
5846,-15612
5509,-13272
6594,-20706
6916,-16534
2228,-6495
-16396,-21305
3506,-5831
7042,-14813
6924,-3847
6846,-28865
5466,-8606
5633,-11835
6087,5438
-2959,-2982
7121,-501
6022,-1997
5158,-24462
5244,-24329
2536,-3643
6571,-17045
6311,-2709
6225,-17878
-2569,-2616
6712,-13233
6312,-27887
6601,-19438
7274,-7994
6920,-14036
-6998,-25634
-9504,-11962
6950,-24661
-13186,-13670
6341,6243
4006,-27779
6587,-11998
6455,-11306
-26036,-26038
-2688,-2695
6873,-10623
4979,-10129
-21554,-21555
7196,-8793
6652,-5493
6834,-10221
5355,-31685
-13245,-20719
5627,-11768
6905,-10287
6899,-31691
7000,-5679
-26539,-26547
6900,-10102
6234,-6481
7211,-8438
-9279,-13310
4720,-25648
6526,-25208
6711,-1953
6760,-9335
6299,-16415
6823,-21635
5247,-13240
-7066,-24854
5182,-10674
-10163,-13928
6186,-27278
7006,-15049
5319,-22470
7045,-1868
5793,-12813
6280,-11732
4850,-15562
6169,-23663
7194,-21846
6928,-1096
5134,-13909
6757,-49
6929,-1037
6325,-22293
-5534,-5560
6446,-2065
6743,-33613
-433,-440
6370,-23320
7224,-3782
6755,-18837
6886,-17450
6917,-16092
7031,-7764
-6594,-17649
3760,-22987
6146,-11133
4851,-29650
6357,-10435
4514,-10510
6697,-11540
6518,-984
7283,6884
6853,-591
6283,-1477
6412,-8062
6514,-5394
6779,-1778
7111,-18591
6796,-19288
6460,-1233
5992,-30053
6681,-825
6818,-12424
6813,-13734
6007,-6576
6927,-11556
7067,-8266
5881,-1935
4662,-19262
6866,-5195
7030,-674
6983,-19427
7212,-15292
6630,-5279
6161,-14958
1490,-15347
6922,-12310
7106,-21345
6611,-3289
6623,-1196
4605,-3633
-12451,-12796
7230,-25377
7060,-111
6557,-2253
7178,-4171
6332,-5080
-9559,-9574
6802,-2345
1682,-12714
6641,-25492
6875,-15786
4116,-21203
5755,-19667
6306,-11856
6433,-24316
6982,-8914
5133,2686
-8767,-8770
6131,4197
7241,-30551
-8105,-8128
6543,-2770
-15423,-18998
-22605,-23852
6505,-14401
6741,-25479
6498,-18341
6979,-17601
7314,-566
7027,-21076
6938,-19082
7036,-19063
7150,-21614
5238,-5524
6925,-30013
4047,-13841
1957,-17526
-3186,-8286
6620,-3893
6184,-4216
-18304,-18322
7064,-16901
6888,-19951
5295,-6758
5991,-28698
6958,-30074
7214,-17091
6879,-3435
5584,-7414
6754,-3585
6564,-19098
6172,-29791
6343,-12508
7017,-15267
3619,-28327
6069,-16704
6894,-14581
6315,-18369
4755,-17717
5027,-25905
6902,-9218
4808,-28284
4229,1472
6438,-26185
6599,-22952
6967,-28541
-10164,-21123
7068,-28620
7057,-30125
6923,-12106
5699,-15005
4606,-19914
-1697,-1703
-18180,-29914
3560,-22930
6536,-611
6643,3730
6590,-724
4940,-14500
7322,-4109
6072,-17063
5084,-17881
7239,-19698
7023,-5004
5221,-1502
6961,-2491
5149,-17739
6731,-29565
-14686,-14691
7409,5096
7152,-12363
7266,-5550
5442,-28630
6586,-26276
7302,-20715
-21559,-21564
6363,-9262
4866,4124
4763,-22687
7091,-9766
6996,6593
7295,-13259
-9507,-9514
7242,-15174
6702,-1312
6763,-7351
-22991,-28125
6350,-28201
5640,-7836
6006,-29335
6038,-23330
-3330,-14765
7353,-23998
5326,-26930
6909,-20225
-1859,-1861
6468,-1074
5994,-12686
6708,-27411
-13846,-18042
7186,-16584
4880,-26570
-3955,-3959
6475,-11172
6732,-7183
5363,-9394
6887,-22463
5432,-22046
6242,-11434
7024,-24220
7182,-21060
5144,-29407
7376,-10216
6441,-14940
6077,-9119
7088,-26899
6416,5729
7174,-13390
7260,-24366
4273,-2813
6584,-31304
6792,-27393
6981,-12061
5322,-29851
5587,-16171
6781,-21347
-24313,-24321
6688,-23838
6493,-3165
6394,-6326
7341,-8792
4795,-12924
-9911,-16603
-4383,-4402
6409,-11723
-1083,-1086
7418,-15309
2542,-18108
-22316,-30738
7219,-9208
6251,4059
-16189,-16190
7073,-12168
-6007,-6827
4013,-15906
4960,-142
5522,-574
6305,-2902
6091,-20170
7018,6420
6281,-4814
6015,-2593
6768,-25223
7246,-6800
7118,-7525
2223,-24810
5796,-31
7352,-17727
6041,-6420
7240,-16294
6805,-4885
6348,5585
5258,-2096
7041,7019
-17943,-29596
4884,-6815
1878,-21092
7396,-978
7159,-17005
-6536,-6539
6516,-12210
7307,-23248
5537,-13748
2696,-9483
5540,-470
7155,-14961
7192,-10281
6450,-18946
4985,-3719
7032,-12024
6517,-17683
7298,-29493
-13492,-13498
7140,-6431
6063,-5771
7387,-16090
6484,-18990
6932,-10886
6137,-1352
7308,-3856
5232,-10609
7494,-31310
5154,-26635
2769,-6461
7077,-2958
7510,-5014
-5677,-5682
6735,-16355
2285,-22497
-18908,-24722
6326,-4134
7423,-21344
6987,6408
3474,-27517
-439,-29011
7368,-1875
-30383,-30390
7373,-21841
5349,-2251
6466,-9030
6804,-2988
6713,6544
3555,-32509
5310,-32244
5913,-20108
7049,-26295
7257,-23793
-6867,-8336
5546,-18489
4912,-22769
6725,-27587
5779,-22216
-18053,-18054
7466,-1099
7166,-22408
7216,-16341
-8089,-9665
6862,-24977
7014,-9386
7509,-19708
4501,-27801
-3919,-4013
7179,-17670
-21443,-21695
-28673,-30116
7330,-18026
6585,-41
6606,-8747
5717,-3525
6944,6098
6761,-4084
5896,-18325
6934,-4338
6876,-23569
7358,-9340
7434,-2319
5997,-10949
7299,4382
6913,-15509
5576,-29166
6952,-21720
-3528,-3532
-2401,-5129
7403,-18588
6865,-21371
7252,4230
6829,-10051
-3470,-3473
7191,-7551
5121,-2122
6447,-17494
4231,-32758
6491,-27238
7100,4951
7398,-22488
6854,-16435
7400,-3796
6277,-27949
6676,5486
7473,-17076
7021,-18763
7521,-20711
6908,-21983
5574,-1616
7002,-19380
7559,-10220
7614,-956
7145,-8715
7487,-10872
-4918,-17788
7074,-8864
6609,-7090
4536,-13659
6716,-2301
7072,-14435
7347,-28537
5227,-16941
7198,-875
-11893,-12002
5511,-25494
-3450,-3459
5480,-22865
6647,-22827
7070,-129
7643,-5676
4901,-1249
5850,-27516
6877,-12542
6826,-22270
6975,-3140
5138,-27904
3694,-20937
6658,-22594
7480,-5164
6651,-28868
3571,-3690
5064,-23881
7232,-8403
7477,-17353
6680,-3268
6960,-15853
6844,-7008
6403,-5076
5893,-2912
7578,-12955
7153,-22482
6722,-32678
6724,-7026
-22003,-29363
6786,-22956
5671,-3689
5931,-30268
7378,-23361
7199,-13653
7177,6907
7256,-23214
6059,-13918
6738,-18558
4759,-3448
-20370,-20373
7600,5864
5496,-9942
6994,-9011
6364,-13623
6838,-4780
-1450,-6498
4990,-22403
6456,-31156
7292,-9917
5000,3902
6986,-8532
1197,-18130
7327,5176
5986,-1984
7401,-6826
7227,-18689
2826,-17134
6968,-15597
7393,-769
7008,-13342
7267,-24010
4913,-924
6872,-4630
-5986,-6004
3977,-19945
7158,-8675
5550,-31769
862,-29070
7317,-25965
6912,-13042
4440,-8135
4562,-25736
7189,-6230
7129,-29486
-6121,-6838
5785,-2751
4092,-3694
-24256,-24298
-122,-126
4936,-10145
7229,-5644
-21404,-21407
6182,-10014
4416,-17751
6217,-29413
7432,7294
6501,-15831
7165,-1362
6477,-22532
-20749,-20832
-12233,-12242
7061,-26311
-1318,-1322
5722,1645
7437,-28025
7094,-3173
-6930,-6932
7388,-7755
-17500,-17502
6439,-826
7093,-20398
6774,-6880
7422,-12309
4414,-16455
7035,-14283
5402,-28610
6998,-2162
4709,-23890
7344,6553
-25939,-26258
6615,-20062
7652,-1895
7397,-10048
7718,-20696
6891,-10357
6948,-4045
5916,-27087
4794,-7304
-7615,-7694
7496,-15041
7456,-21057
7335,-5731
6345,-30737
6064,-2811
7236,-18244
7634,-10880
7167,-32472
5407,-27723
6337,-6347
5941,-22670
7190,-30850
4882,-20517
7202,-2876
6624,-9416
6626,-27822
6009,-989
4210,-23966
7427,-12817
6728,-20855
2492,-12380
7595,-4649
6442,-17853
6978,-28375
-28827,-28829
-29205,-29207
6670,2654
3620,-22116
7193,-21400
7209,7187
6617,-20301
7604,-2717
6126,-18333
6668,-2022
6551,-11510
7195,-8801
6669,-15083
6383,-30747
7090,-23905
6691,-17349
6580,-14784
6346,-7241
6962,-22018
7098,-24807
6915,-5236
7280,6883
7116,-10560
6869,-1331
6726,-3483
7576,-12430
5811,-24732
6010,-15379
7638,-28618
3613,-26578
6426,-16322
-2752,-12280
7062,-13703
7138,-27216
6134,-18629
5806,-596
7359,-17424
7599,-10791
6817,-8672
7498,6085
6185,-18405
7476,-3589
2347,-33547
4871,-9417
6857,-1063
7253,-3321
-24950,-24958
6718,-411
7407,-840
7623,-10260
4784,-15606
6933,-17912
6476,-14810
6452,-17923
7171,-22385
7112,-14999
-3634,-3637
7029,-7429
5552,-29007
7695,-14440
6079,-14220
7362,-24877
-12489,-25945
7411,-13710
5374,-10363
7448,-14855
4971,-29
7603,-4751
3759,162
7173,-14449
7218,6745
7636,5709
7579,-16597
4025,-32053
