"zip","NPI","clus","city","state"
"00007",1336470434,11,NA,NA
"00680",1659398592,64,"Mayaguez","PR"
"00716",1144237397,12,"Ponce","PR"
"00725",1447480975,26,"Caguas","PR"
"01602",1184853806,46,"Worcester","MA"
"01605",1346353687,55,"Worcester","MA"
"01950",1699722488,55,"Newburyport","MA"
"02114",1184661548,55,"Boston","MA"
"02135",1801093356,29,"Brighton","MA"
"02186",1184673808,4,"Milton","MA"
"02720",1497719355,18,"Fall River","MA"
"02807",1134281793,35,"Block Island","RI"
"03060",1578549143,18,"Nashua","NH"
"03246",1770553745,55,"Laconia","NH"
"03301",1376749259,48,"Concord","NH"
"03801",1538253539,55,"Portsmouth","NH"
"03818",1023069796,55,"Conway","NH"
"03818",1548372758,55,"Conway","NH"
"03818",1235163890,55,"Conway","NH"
"03860",1891984647,55,"North Conway","NH"
"03860",1215115639,55,"North Conway","NH"
"03860",1053549394,55,"North Conway","NH"
"03860",1023096120,55,"North Conway","NH"
"03860",1326026311,55,"North Conway","NH"
"03860",1285619320,55,"North Conway","NH"
"03860",1053399048,55,"North Conway","NH"
"03860",1619909157,55,"North Conway","NH"
"03860",1942295183,55,"North Conway","NH"
"03894",1427070630,55,"Wolfeboro","NH"
"03906",1649230194,64,"North Berwick","ME"
"04005",1962485698,55,"Biddeford","ME"
"04005",1952387805,55,"Biddeford","ME"
"04005",1245263888,64,"Biddeford","ME"
"04005",1043473457,55,"Biddeford","ME"
"04005",1952387326,55,"Biddeford","ME"
"04005",1932185642,55,"Biddeford","ME"
"04005",1912968967,55,"Biddeford","ME"
"04005",1568494011,55,"Biddeford","ME"
"04005",1255396628,55,"Biddeford","ME"
"04005",1437257169,64,"Biddeford","ME"
"04005",1407992175,55,"Biddeford","ME"
"04005",1215991773,55,"Biddeford","ME"
"04005",1548494552,55,"Biddeford","ME"
"04005",1851377238,55,"Biddeford","ME"
"04005",1194897801,55,"Biddeford","ME"
"04005",1538393541,64,"Biddeford","ME"
"04005",1558349662,55,"Biddeford","ME"
"04005",1578552766,55,"Biddeford","ME"
"04005",1417935529,55,"Biddeford","ME"
"04005",1124102389,64,"Biddeford","ME"
"04005",1134310618,55,"Biddeford","ME"
"04005",1619943917,55,"Biddeford","ME"
"04005",1063478030,55,"Biddeford","ME"
"04005",1033174255,55,"Biddeford","ME"
"04005",1104895648,55,"Biddeford","ME"
"04005",1447211073,55,"Biddeford","ME"
"04005",1518037316,64,"Biddeford","ME"
"04005",1922242163,55,"Biddeford","ME"
"04005",1457422495,55,"Biddeford","ME"
"04005",1295905115,55,"Biddeford","ME"
"04005",1376529982,55,"Biddeford","ME"
"04005",1285790030,55,"Biddeford","ME"
"04005",1922132091,55,"Biddeford","ME"
"04005",1194701565,55,"Biddeford","ME"
"04005",1376509646,55,"Biddeford","ME"
"04005",1740352988,55,"Biddeford","ME"
"04005",1558561332,55,"Biddeford","ME"
"04005",1689631392,55,"Biddeford","ME"
"04009",1215991591,55,"Bridgton","ME"
"04011",1831246339,55,"Brunswick","ME"
"04032",1558336131,55,"Freeport","ME"
"04032",1063582880,55,"Freeport","ME"
"04032",1619916368,55,"Freeport","ME"
"04032",1437181872,64,"Freeport","ME"
"04041",1053418426,55,"Hiram","ME"
"04043",1710099486,55,"Kennebunk","ME"
"04043",1700076908,55,"Kennebunk","ME"
"04043",1548295900,55,"Kennebunk","ME"
"04043",1689750853,55,"Kennebunk","ME"
"04048",1609836238,55,"Limerick","ME"
"04055",1689779092,55,"Naples","ME"
"04062",1194758045,55,"Windham","ME"
"04068",1588854798,55,"Porter","ME"
"04068",1477562684,55,"Porter","ME"
"04072",1174519235,55,"Saco","ME"
"04073",1053363176,55,"Sanford","ME"
"04073",1811095565,64,"Sanford","ME"
"04074",1841367943,55,"Scarborough","ME"
"04074",1922012731,55,"Scarborough","ME"
"04074",1649234378,55,"Scarborough","ME"
"04074",1225038805,55,"Scarborough","ME"
"04074",1285665828,55,"Scarborough","ME"
"04074",1649269952,55,"Scarborough","ME"
"04085",1902912371,55,"Steep Falls","ME"
"04090",1467544668,55,"Wells","ME"
"04090",1457434573,55,"Wells","ME"
"04092",1467501783,55,"Westbrook","ME"
"04092",1760584007,55,"Westbrook","ME"
"04092",1609812551,55,"Westbrook","ME"
"04092",1760531180,55,"Westbrook","ME"
"04092",1225064967,55,"Westbrook","ME"
"04092",1740331016,55,"Westbrook","ME"
"04096",1982649943,55,"Yarmouth","ME"
"04101",1114171857,55,"Portland","ME"
"04101",1093739708,55,"Portland","ME"
"04101",1699894006,55,"Portland","ME"
"04101",1184654568,55,"Portland","ME"
"04101",1861448201,55,"Portland","ME"
"04101",1215996921,55,"Portland","ME"
"04101",1992808133,55,"Portland","ME"
"04101",1750340154,55,"Portland","ME"
"04101",1548293772,55,"Portland","ME"
"04101",1396739520,55,"Portland","ME"
"04101",1710928858,55,"Portland","ME"
"04101",1053352609,55,"Portland","ME"
"04101",1710073507,55,"Portland","ME"
"04101",1932144151,55,"Portland","ME"
"04101",1912935339,55,"Portland","ME"
"04101",1104867290,55,"Portland","ME"
"04101",1972691939,55,"Portland","ME"
"04101",1679662563,55,"Portland","ME"
"04101",1770879520,55,"Portland","ME"
"04101",1104822709,55,"Portland","ME"
"04101",1700974763,55,"Portland","ME"
"04101",1124320957,55,"Portland","ME"
"04101",1710096888,55,"Portland","ME"
"04101",1487809729,55,"Portland","ME"
"04101",1447203310,55,"Portland","ME"
"04101",1932367034,55,"Portland","ME"
"04101",1376580647,55,"Portland","ME"
"04101",1437227378,55,"Portland","ME"
"04101",1336242585,55,"Portland","ME"
"04101",1386746956,55,"Portland","ME"
"04101",1245265776,55,"Portland","ME"
"04101",1942373733,55,"Portland","ME"
"04102",1508834441,55,"Portland","ME"
"04102",1205060225,55,"Portland","ME"
"04102",1639107840,55,"Portland","ME"
"04102",1932293578,55,"Portland","ME"
"04102",1962432203,55,"Portland","ME"
"04102",1063672228,55,"Portland","ME"
"04102",1760584767,55,"Portland","ME"
"04102",1699974311,55,"Portland","ME"
"04102",1831357839,55,"Portland","ME"
"04102",1124193503,55,"Portland","ME"
"04102",1699844365,55,"Portland","ME"
"04102",1760482533,55,"Portland","ME"
"04102",1023040656,55,"Portland","ME"
"04102",1295809911,55,"Portland","ME"
"04102",1699868158,55,"Portland","ME"
"04103",1467408310,55,"Portland","ME"
"04103",1003891177,55,"Portland","ME"
"04103",1437487121,55,"Portland","ME"
"04103",1760414676,55,"Portland","ME"
"04103",1528001088,55,"Portland","ME"
"04103",1265482152,55,"Portland","ME"
"04103",1912957069,55,"Portland","ME"
"04103",1891717872,55,"Portland","ME"
"04103",1053376137,55,"Portland","ME"
"04103",1710177936,55,"Portland","ME"
"04103",1174758866,55,"Portland","ME"
"04103",1750580486,55,"Portland","ME"
"04103",1679513402,55,"Portland","ME"
"04103",1457394900,55,"Portland","ME"
"04103",1982655098,55,"Portland","ME"
"04103",1922031657,55,"Portland","ME"
"04103",1649363805,55,"Portland","ME"
"04103",1871813865,55,"Portland","ME"
"04103",1215941372,55,"Portland","ME"
"04103",1992904080,55,"Portland","ME"
"04103",1992827851,55,"Portland","ME"
"04103",1275633646,55,"Portland","ME"
"04103",1154499002,55,"Portland","ME"
"04103",1952351223,55,"Portland","ME"
"04103",1245286129,55,"Portland","ME"
"04103",1205055969,55,"Portland","ME"
"04103",1619918307,55,"Portland","ME"
"04105",1891791315,55,"Falmouth","ME"
"04105",1235320706,55,"Falmouth","ME"
"04106",1225057565,55,"South Portland","ME"
"04106",1114941937,64,"South Portland","ME"
"04106",1083848030,55,"South Portland","ME"
"04106",1124016118,55,"South Portland","ME"
"04106",1790715654,55,"South Portland","ME"
"04106",1558535559,55,"South Portland","ME"
"04106",1356310098,55,"South Portland","ME"
"04106",1346315637,55,"South Portland","ME"
"04106",1639138894,55,"South Portland","ME"
"04106",1316973969,55,"South Portland","ME"
"04106",1932153426,55,"South Portland","ME"
"04106",1023030020,55,"South Portland","ME"
"04106",1740249861,55,"South Portland","ME"
"04106",1720067317,55,"South Portland","ME"
"04106",1760448211,55,"South Portland","ME"
"04106",1841259967,55,"South Portland","ME"
"04106",1093774119,55,"South Portland","ME"
"04106",1861451080,55,"South Portland","ME"
"04106",1235108937,55,"South Portland","ME"
"04106",1750354775,55,"South Portland","ME"
"04106",1720043516,55,"South Portland","ME"
"04107",1316979941,55,"Cape Elizabeth","ME"
"04210",1902961295,55,"Auburn","ME"
"04240",1407885213,55,"Lewiston","ME"
"04240",1598708315,55,"Lewiston","ME"
"04240",1255493524,55,"Lewiston","ME"
"04240",1447288808,55,"Lewiston","ME"
"04240",1689653230,55,"Lewiston","ME"
"04240",1043253636,55,"Lewiston","ME"
"04240",1962632638,55,"Lewiston","ME"
"04240",1396931598,55,"Lewiston","ME"
"04240",1306887286,55,"Lewiston","ME"
"04240",1710066410,55,"Lewiston","ME"
"04240",1326201542,55,"Lewiston","ME"
"04240",1619991320,55,"Lewiston","ME"
"04240",1659338879,55,"Lewiston","ME"
"04240",1932188323,55,"Lewiston","ME"
"04240",1255301701,55,"Lewiston","ME"
"04240",1720067200,55,"Lewiston","ME"
"04240",1427248962,55,"Lewiston","ME"
"04240",1295719391,55,"Lewiston","ME"
"04240",1104137058,55,"Lewiston","ME"
"04240",1447448311,55,"Lewiston","ME"
"04240",1104853001,55,"Lewiston","ME"
"04240",1447239074,55,"Lewiston","ME"
"04240",1023080546,55,"Lewiston","ME"
"04240",1225067663,55,"Lewiston","ME"
"04240",1629058185,55,"Lewiston","ME"
"04240",1417147331,55,"Lewiston","ME"
"04254",1437138542,55,"Livermore Falls","ME"
"04330",1265566145,55,"Augusta","ME"
"04341",1700854361,55,"Coopers Mills","ME"
"04345",1871793414,55,"Gardiner","ME"
"04345",1376602276,55,"Gardiner","ME"
"04401",1225155906,55,"Bangor","ME"
"04401",1124069851,55,"Bangor","ME"
"04401",1265622682,55,"Bangor","ME"
"04401",1083719355,55,"Bangor","ME"
"04401",1093811481,55,"Bangor","ME"
"04401",1396734182,55,"Bangor","ME"
"04401",1245268945,55,"Bangor","ME"
"04401",1467658112,55,"Bangor","ME"
"04401",1841229101,55,"Bangor","ME"
"04401",1134176233,55,"Bangor","ME"
"04401",1801988449,55,"Bangor","ME"
"04401",1730120569,55,"Bangor","ME"
"04401",1821389545,55,"Bangor","ME"
"04401",1811906589,55,"Bangor","ME"
"04401",1780996009,55,"Bangor","ME"
"04401",1518914233,55,"Bangor","ME"
"04401",1982789087,55,"Bangor","ME"
"04401",1346353489,55,"Bangor","ME"
"04401",1962443713,55,"Bangor","ME"
"04401",1922056738,55,"Bangor","ME"
"04401",1104921477,55,"Bangor","ME"
"04401",1851397293,55,"Bangor","ME"
"04401",1447423405,55,"Bangor","ME"
"04401",1831294107,55,"Bangor","ME"
"04401",1114161874,55,"Bangor","ME"
"04401",1811937964,55,"Bangor","ME"
"04401",1831498575,55,"Bangor","ME"
"04401",1477679165,55,"Bangor","ME"
"04401",1548365810,55,"Bangor","ME"
"04401",1548375199,55,"Bangor","ME"
"04401",1710996111,55,"Bangor","ME"
"04401",1376586255,55,"Bangor","ME"
"04401",1063452837,55,"Bangor","ME"
"04401",1417995085,55,"Bangor","ME"
"04401",1760626428,55,"Bangor","ME"
"04401",1598705360,55,"Bangor","ME"
"04401",1558370163,55,"Bangor","ME"
"04401",1952530719,55,"Bangor","ME"
"04401",1255458956,55,"Bangor","ME"
"04401",1902810484,55,"Bangor","ME"
"04401",1396785689,55,"Bangor","ME"
"04401",1255356440,55,"Bangor","ME"
"04401",1306998281,55,"Bangor","ME"
"04401",1457456733,55,"Bangor","ME"
"04401",1679810188,55,"Bangor","ME"
"04401",1568567832,55,"Bangor","ME"
"04401",1861697583,55,"Bangor","ME"
"04401",1588754790,55,"Bangor","ME"
"04401",1194784991,55,"Bangor","ME"
"04401",1467556548,55,"Bangor","ME"
"04401",1720216245,55,"Bangor","ME"
"04401",1083824106,55,"Bangor","ME"
"04401",1295810463,55,"Bangor","ME"
"04401",1760491294,55,"Bangor","ME"
"04401",1487694147,55,"Bangor","ME"
"04401",1669577938,55,"Bangor","ME"
"04401",1508806373,55,"Bangor","ME"
"04401",1548200041,55,"Bangor","ME"
"04401",1881710549,55,"Bangor","ME"
"04412",1639130099,55,"Brewer","ME"
"04416",1033154281,55,"Bucksport","ME"
"04416",1649231721,55,"Bucksport","ME"
"04416",1366403412,55,"Bucksport","ME"
"04426",1366469454,55,"Dover Foxcroft","ME"
"04426",1619957966,55,"Dover Foxcroft","ME"
"04426",1558302273,55,"Dover Foxcroft","ME"
"04426",1073712725,55,"Dover Foxcroft","ME"
"04426",1831323856,55,"Dover Foxcroft","ME"
"04426",1548263437,55,"Dover Foxcroft","ME"
"04426",1316981749,55,"Dover Foxcroft","ME"
"04443",1316995046,55,"Guilford","ME"
"04443",1093751141,55,"Guilford","ME"
"04444",1790725497,55,"Hampden","ME"
"04457",1023007127,55,"Lincoln","ME"
"04457",1144214271,55,"Lincoln","ME"
"04457",1710116876,55,"Lincoln","ME"
"04462",1043288525,55,"Millinocket","ME"
"04473",1902813140,55,"Orono","ME"
"04473",1881993475,55,"Orono","ME"
"04473",1083913735,55,"Orono","ME"
"04473",1326082405,55,"Orono","ME"
"04473",1932496064,55,"Orono","ME"
"04473",1366736902,55,"Orono","ME"
"04473",1316167802,55,"Orono","ME"
"04473",1639274913,55,"Orono","ME"
"04473",1285648717,55,"Orono","ME"
"04473",1154620557,55,"Orono","ME"
"04473",1720095987,55,"Orono","ME"
"04473",1487818225,55,"Orono","ME"
"04473",1417966987,55,"Orono","ME"
"04493",1770542912,55,"West Enfield","ME"
"04493",1902125909,55,"West Enfield","ME"
"04493",1447571864,55,"West Enfield","ME"
"04493",1871513093,55,"West Enfield","ME"
"04493",1902079965,55,"West Enfield","ME"
"04493",1205070968,55,"West Enfield","ME"
"04493",1134297765,55,"West Enfield","ME"
"04530",1194815936,55,"Bath","ME"
"04543",1437159233,55,"Damariscotta","ME"
"04543",1447417472,64,"Damariscotta","ME"
"04543",1346213451,55,"Damariscotta","ME"
"04543",1013107879,55,"Damariscotta","ME"
"04543",1518900422,55,"Damariscotta","ME"
"04543",1649229774,64,"Damariscotta","ME"
"04543",1609803238,64,"Damariscotta","ME"
"04543",1245226869,55,"Damariscotta","ME"
"04543",1073585865,55,"Damariscotta","ME"
"04543",1073585857,55,"Damariscotta","ME"
"04553",1982685459,55,"Newcastle","ME"
"04578",1013919182,55,"Wiscasset","ME"
"04605",1023051430,56,"Ellsworth","ME"
"04605",1942260492,55,"Ellsworth","ME"
"04605",1144269150,55,"Ellsworth","ME"
"04605",1164536397,55,"Ellsworth","ME"
"04605",1013995372,55,"Ellsworth","ME"
"04605",1114032562,55,"Ellsworth","ME"
"04605",1578505749,55,"Ellsworth","ME"
"04605",1851331565,55,"Ellsworth","ME"
"04605",1417998949,55,"Ellsworth","ME"
"04605",1962442467,55,"Ellsworth","ME"
"04605",1396786554,55,"Ellsworth","ME"
"04605",1194764175,55,"Ellsworth","ME"
"04605",1073711032,55,"Ellsworth","ME"
"04605",1972540110,55,"Ellsworth","ME"
"04605",1144531096,55,"Ellsworth","ME"
"04605",1336186782,55,"Ellsworth","ME"
"04605",1407167356,55,"Ellsworth","ME"
"04605",1306885298,55,"Ellsworth","ME"
"04605",1437357498,55,"Ellsworth","ME"
"04609",1518946185,55,"Bar Harbor","ME"
"04609",1033180476,55,"Bar Harbor","ME"
"04609",1194795799,55,"Bar Harbor","ME"
"04609",1760644082,56,"Bar Harbor","ME"
"04609",1619947785,55,"Bar Harbor","ME"
"04609",1457382251,55,"Bar Harbor","ME"
"04609",1598735722,56,"Bar Harbor","ME"
"04614",1154594117,55,"Blue Hill","ME"
"04614",1346216108,55,"Blue Hill","ME"
"04630",1528047628,55,"East Machias","ME"
"04631",1962463224,55,"Eastport","ME"
"04631",1831202134,55,"Eastport","ME"
"04643",1124071543,55,"Harrington","ME"
"04643",1902919335,55,"Harrington","ME"
"04643",1992730311,55,"Harrington","ME"
"04649",1528094554,55,"Jonesport","ME"
"04652",1720067010,55,"Lubec","ME"
"04652",1033341813,55,"Lubec","ME"
"04654",1316084650,55,"Machias","ME"
"04654",1578533543,55,"Machias","ME"
"04654",1679511075,55,"Machias","ME"
"04693",1952362238,56,"Winter Harbor","ME"
"04730",1972575520,55,"Houlton","ME"
"04730",1356313902,55,"Houlton","ME"
"04736",1972793370,55,"Caribou","ME"
"04736",1962470872,55,"Caribou","ME"
"04736",1609844422,55,"Caribou","ME"
"04736",1093801631,55,"Caribou","ME"
"04736",1538120605,55,"Caribou","ME"
"04739",1689699852,55,"Eagle Lake","ME"
"04743",1346222619,55,"Fort Kent","ME"
"04743",1043252430,55,"Fort Kent","ME"
"04743",1750409223,55,"Fort Kent","ME"
"04743",1427095967,55,"Fort Kent","ME"
"04743",1033327846,55,"Fort Kent","ME"
"04743",1114947819,55,"Fort Kent","ME"
"04743",1275587131,55,"Fort Kent","ME"
"04765",1598706970,55,"Patten","ME"
"04769",1154346682,55,"Presque Isle","ME"
"04769",1861411795,55,"Presque Isle","ME"
"04776",1790871648,55,"Sherman Mills","ME"
"04856",1629035068,55,"Rockport","ME"
"04856",1801903406,55,"Rockport","ME"
"04856",1710061395,55,"Rockport","ME"
"04856",1558498915,55,"Rockport","ME"
"04856",1386665479,55,"Rockport","ME"
"04856",1407956303,55,"Rockport","ME"
"04856",1386751972,55,"Rockport","ME"
"04856",1619084290,55,"Rockport","ME"
"04856",1841320926,55,"Rockport","ME"
"04856",1801967922,55,"Rockport","ME"
"04856",1093826810,55,"Rockport","ME"
"04856",1356452171,55,"Rockport","ME"
"04856",1265549869,55,"Rockport","ME"
"04862",1114908415,55,"Union","ME"
"04901",1386761567,55,"Waterville","ME"
"04901",1114248887,55,"Waterville","ME"
"04901",1083901078,55,"Waterville","ME"
"04901",1699741462,55,"Waterville","ME"
"04901",1801851654,55,"Waterville","ME"
"04901",1306837620,55,"Waterville","ME"
"04901",1134188485,55,"Waterville","ME"
"04901",1306046180,55,"Waterville","ME"
"04901",1417157298,55,"Waterville","ME"
"04901",1558567289,55,"Waterville","ME"
"04901",1457356370,55,"Waterville","ME"
"04901",1366606998,55,"Waterville","ME"
"04901",1306953450,55,"Waterville","ME"
"04901",1407820871,55,"Waterville","ME"
"04901",1497800734,55,"Waterville","ME"
"04901",1972663300,55,"Waterville","ME"
"04901",1235216094,55,"Waterville","ME"
"04901",1255531257,55,"Waterville","ME"
"04901",1740240290,55,"Waterville","ME"
"04901",1497721849,55,"Waterville","ME"
"04901",1760467187,55,"Waterville","ME"
"04901",1518018878,55,"Waterville","ME"
"04901",1427062728,55,"Waterville","ME"
"04901",1659426989,55,"Waterville","ME"
"04901",1154480549,55,"Waterville","ME"
"04901",1831244656,55,"Waterville","ME"
"04901",1619022423,55,"Waterville","ME"
"04901",1841268497,55,"Waterville","ME"
"04901",1841238730,55,"Waterville","ME"
"04901",1477562593,55,"Waterville","ME"
"04901",1013062348,55,"Waterville","ME"
"04901",1053387936,55,"Waterville","ME"
"04901",1881660504,55,"Waterville","ME"
"04901",1831164649,55,"Waterville","ME"
"04910",1063486405,55,"Albion","ME"
"04915",1548209133,55,"Belfast","ME"
"04915",1861403693,55,"Belfast","ME"
"04917",1508975152,55,"Belgrade","ME"
"04930",1144228073,55,"Dexter","ME"
"04938",1538148978,55,"Farmington","ME"
"04938",1932147667,55,"Farmington","ME"
"04938",1720068240,55,"Farmington","ME"
"04938",1427010644,55,"Farmington","ME"
"04938",1023043254,55,"Farmington","ME"
"04938",1770564890,55,"Farmington","ME"
"04938",1952334864,55,"Farmington","ME"
"04938",1073527768,55,"Farmington","ME"
"04938",1518283530,55,"Farmington","ME"
"04953",1023165081,55,"Newport","ME"
"04953",1891986782,55,"Newport","ME"
"04953",1780651455,55,"Newport","ME"
"04953",1356383962,55,"Newport","ME"
"04953",1053375402,55,"Newport","ME"
"04957",1407930068,55,"Norridgewock","ME"
"04967",1144450891,55,"Pittsfield","ME"
"04967",1427165695,55,"Pittsfield","ME"
"04967",1972790483,55,"Pittsfield","ME"
"04967",1902069602,55,"Pittsfield","ME"
"04970",1598794786,55,"Rangeley","ME"
"04976",1619940111,55,"Skowhegan","ME"
"04976",1972500239,55,"Skowhegan","ME"
"04983",1164493136,55,"Strong","ME"
"04983",1639223548,55,"Strong","ME"
"05201",1659399475,56,"Bennington","VT"
"05403",1013911452,55,"South Burlington","VT"
"05495",1134387244,3,"Williston","VT"
"05641",1992918957,3,"Barre","VT"
"05641",1407972524,3,"Barre","VT"
"05641",1871720482,3,"Barre","VT"
"05733",1780676544,56,"Brandon","VT"
"05819",1366453433,55,"Saint Johnsbury","VT"
"06117",1902032014,41,"W Hartford","CT"
"06902",1588808521,43,"Stamford","CT"
"06902",1518100528,45,"Stamford","CT"
"06902",1689768558,45,"Stamford","CT"
"06902",1619067162,45,"Stamford","CT"
"06902",1578729604,45,"Stamford","CT"
"06902",1548425952,45,"Stamford","CT"
"06902",1720262397,45,"Stamford","CT"
"06905",1457451551,45,"Stamford","CT"
"06905",1417038753,45,"Stamford","CT"
"06905",1780724971,45,"Stamford","CT"
"06905",1700041290,45,"Stamford","CT"
"06905",1437191954,45,"Stamford","CT"
"06905",1629241625,45,"Stamford","CT"
"06905",1346338837,45,"Stamford","CT"
"06905",1659471761,45,"Stamford","CT"
"06905",1023102092,45,"Stamford","CT"
"06905",1417029877,45,"Stamford","CT"
"06905",1295843613,45,"Stamford","CT"
"07002",1225290463,58,"Bayonne","NJ"
"07036",1467407759,3,"Linden","NJ"
"07045",1891808572,57,"Montville","NJ"
"07047",1811987928,4,"North Bergen","NJ"
"07047",1770569568,58,"North Bergen","NJ"
"07052",1306007133,58,"West Orange","NJ"
"07087",1902964067,4,"Union City","NJ"
"07087",1518954882,4,"Union City","NJ"
"07202",1881646172,4,"Elizabeth","NJ"
"07601",1639331861,58,"Hackensack","NJ"
"07601",1710114301,4,"Hackensack","NJ"
"07601",1235212879,58,"Hackensack","NJ"
"07601",1730341322,4,"Hackensack","NJ"
"07601",1710206818,4,"Hackensack","NJ"
"07631",1205008588,58,"Englewood","NJ"
"07652",1295756401,23,"Paramus","NJ"
"07823",1083700868,59,"Belvidere","NJ"
"07823",1003820465,59,"Belvidere","NJ"
"07882",1699765099,59,"Washington","NJ"
"07882",1801059258,59,"Washington","NJ"
"07920",1679862049,59,"Basking Ridge","NJ"
"07962",1720375637,55,"Morristown","NJ"
"07962",1396761292,3,"Morristown","NJ"
"08002",1689762775,58,"Cherry Hill","NJ"
"08003",1396896023,58,"Cherry Hill","NJ"
"08003",1578552865,58,"Cherry Hill","NJ"
"08003",1194769034,58,"Cherry Hill","NJ"
"08004",1831163237,58,"Atco","NJ"
"08007",1467469171,58,"Barrington","NJ"
"08009",1336125574,58,"Berlin","NJ"
"08012",1346450723,58,"Blackwood","NJ"
"08012",1699765354,58,"Blackwood","NJ"
"08012",1689709586,58,"Blackwood","NJ"
"08012",1245225366,58,"Blackwood","NJ"
"08012",1154377687,58,"Blackwood","NJ"
"08012",1487668398,58,"Blackwood","NJ"
"08012",1548274442,58,"Blackwood","NJ"
"08012",1982684056,58,"Blackwood","NJ"
"08012",1255347365,58,"Blackwood","NJ"
"08012",1629084728,58,"Blackwood","NJ"
"08016",1306856448,58,"Burlington","NJ"
"08016",1295934172,58,"Burlington","NJ"
"08016",1194838060,58,"Burlington","NJ"
"08016",1699798009,58,"Burlington","NJ"
"08016",1184720542,58,"Burlington","NJ"
"08020",1669402152,58,"Clarksboro","NJ"
"08021",1225075096,58,"Clementon","NJ"
"08021",1295814747,58,"Clementon","NJ"
"08021",1790764074,58,"Clementon","NJ"
"08021",1740269018,58,"Clementon","NJ"
"08021",1316984180,58,"Clementon","NJ"
"08022",1609843762,58,"Columbus","NJ"
"08022",1538142054,58,"Columbus","NJ"
"08026",1336179407,58,"Gibbsboro","NJ"
"08026",1588866982,58,"Gibbsboro","NJ"
"08026",1235166133,58,"Gibbsboro","NJ"
"08027",1770563074,59,"Gibbstown","NJ"
"08028",1760501373,58,"Glassboro","NJ"
"08028",1235163817,59,"Glassboro","NJ"
"08028",1851335285,58,"Glassboro","NJ"
"08030",1255378360,58,"Gloucester City","NJ"
"08033",1326068099,58,"Haddonfield","NJ"
"08033",1356347488,58,"Haddonfield","NJ"
"08033",1427168145,58,"Haddonfield","NJ"
"08033",1336145465,58,"Haddonfield","NJ"
"08033",1568468692,58,"Haddonfield","NJ"
"08033",1073593083,58,"Haddonfield","NJ"
"08034",1801191408,58,"Cherry Hill","NJ"
"08034",1932206349,58,"Cherry Hill","NJ"
"08034",1871690495,58,"Cherry Hill","NJ"
"08034",1144319682,58,"Cherry Hill","NJ"
"08034",1780971028,59,"Cherry Hill","NJ"
"08034",1922038199,58,"Cherry Hill","NJ"
"08034",1770750655,58,"Cherry Hill","NJ"
"08034",1417278789,58,"Cherry Hill","NJ"
"08034",1245246982,58,"Cherry Hill","NJ"
"08034",1841371028,58,"Cherry Hill","NJ"
"08034",1326019175,58,"Cherry Hill","NJ"
"08034",1891925889,58,"Cherry Hill","NJ"
"08034",1295798262,58,"Cherry Hill","NJ"
"08034",1780603381,58,"Cherry Hill","NJ"
"08035",1841389863,58,"Haddon Heights","NJ"
"08035",1649332974,58,"Haddon Heights","NJ"
"08036",1396784047,58,"Hainesport","NJ"
"08037",1093773350,58,"Hammonton","NJ"
"08037",1114972999,58,"Hammonton","NJ"
"08037",1356512065,58,"Hammonton","NJ"
"08037",1841586062,58,"Hammonton","NJ"
"08043",1386638377,58,"Voorhees","NJ"
"08043",1184658494,58,"Voorhees","NJ"
"08043",1962426338,58,"Voorhees","NJ"
"08043",1477528529,58,"Voorhees","NJ"
"08043",1538153523,58,"Voorhees","NJ"
"08043",1740217652,58,"Voorhees","NJ"
"08043",1013002831,58,"Voorhees","NJ"
"08043",1124080619,58,"Voorhees","NJ"
"08043",1104938802,58,"Voorhees","NJ"
"08043",1992898720,58,"Voorhees","NJ"
"08043",1144295049,58,"Voorhees","NJ"
"08046",1831119171,58,"Willingboro","NJ"
"08048",1679553861,58,"Lumberton","NJ"
"08048",1316917180,58,"Lumberton","NJ"
"08048",1215935333,58,"Lumberton","NJ"
"08048",1164498093,58,"Lumberton","NJ"
"08048",1740204551,58,"Lumberton","NJ"
"08048",1225179773,58,"Lumberton","NJ"
"08048",1992069264,58,"Lumberton","NJ"
"08048",1518956283,58,"Lumberton","NJ"
"08048",1396826822,58,"Lumberton","NJ"
"08048",1477582823,58,"Lumberton","NJ"
"08048",1831128370,58,"Lumberton","NJ"
"08048",1225269970,58,"Lumberton","NJ"
"08048",1053334227,58,"Lumberton","NJ"
"08048",1962431536,58,"Lumberton","NJ"
"08048",1538250881,58,"Lumberton","NJ"
"08048",1063497279,58,"Lumberton","NJ"
"08048",1720068851,58,"Lumberton","NJ"
"08048",1346220555,58,"Lumberton","NJ"
"08048",1841290343,58,"Lumberton","NJ"
"08048",1457372369,58,"Lumberton","NJ"
"08048",1821385774,58,"Lumberton","NJ"
"08048",1003805763,58,"Lumberton","NJ"
"08048",1366481962,58,"Lumberton","NJ"
"08048",1235322165,58,"Lumberton","NJ"
"08048",1548249949,58,"Lumberton","NJ"
"08048",1831321041,58,"Lumberton","NJ"
"08048",1760468052,58,"Lumberton","NJ"
"08048",1104077130,58,"Lumberton","NJ"
"08048",1679662712,58,"Lumberton","NJ"
"08048",1487917365,58,"Lumberton","NJ"
"08048",1861471161,58,"Lumberton","NJ"
"08048",1396949277,58,"Lumberton","NJ"
"08048",1255509873,58,"Lumberton","NJ"
"08048",1013905116,58,"Lumberton","NJ"
"08048",1740259696,58,"Lumberton","NJ"
"08048",1528137122,58,"Lumberton","NJ"
